79;241.3846154;145.1223145
78;348.2592593;242.921417
77;947.4814815;658.2444817
35;961.4444444;663.8327717
36;956.8148148;659.5650686
33;959.962963;656.40334
34;957.2592593;659.3665137
39;958.7037037;656.3660338
37;951.4444444;661.1443653
38;956.3703704;661.9969294
43;947.7777778;659.6976192
42;958.5185185;660.5480458
41;953.037037;655.9281434
40;955.2592593;662.3029514
82;166;76.7797528
83;148.2083333;71.1251067
80;219.92;108.8327922
81;178.88;95.9124253
86;134.2;60.8056438
87;117.2105263;61.1814959
84;134.7826087;65.049601
85;130.4761905;61.1658557
67;959.9259259;660.0087369
66;953.962963;662.3302384
69;959.8518519;669.4434372
68;960.4814815;663.61344
22;958.2222222;662.7447202
23;956.1111111;654.5107588
24;958.4814815;661.7974574
25;952.9259259;650.9935558
26;958.8518519;663.1888409
27;966.7037037;672.1937573
28;948.6296296;653.0928281
29;960.962963;662.1037847
3;962.5555556;667.3716145
2;955.5925926;659.6650816
1;863.4666667;695.2033061
7;950.2592593;657.0042496
30;957.4074074;655.5181309
6;948.9259259;655.7145794
5;953.9259259;658.4070477
32;963.5555556;672.6088321
4;955.4074074;656.8972089
31;957.5555556;659.5226907
70;956.4814815;654.7683307
71;955.2222222;660.4322788
9;958.5555556;659.3371574
72;953.1851852;654.7819389
8;947.6666667;656.4831124
73;964.2962963;660.2947369
74;965.8518519;668.4902452
75;958.5555556;658.5815955
76;955.5555556;665.4843426
59;957.8518519;664.3993067
58;951.3703704;665.5663377
57;964;662.9356043
56;953.9259259;660.7732024
19;958;656.1498422
55;970.1111111;662.016926
17;955.1851852;649.6846594
18;961.5555556;663.0559399
15;944.6666667;654.2567715
16;963.7777778;661.1585015
13;950.2222222;656.0174325
14;946.7407407;658.6278623
11;963.5555556;664.2895762
12;960.5555556;665.6312986
21;952.8888889;660.8302664
20;956.1481481;656.4434889
64;960.4444444;658.4111022
65;956.6666667;660.1748603
62;956.1481481;662.4859188
63;957.5555556;661.1655404
60;962.037037;661.5504796
61;960.0740741;664.961186
49;959.5925926;655.9476562
48;951.3703704;653.0777518
96;25.5;9.1923882
95;40.25;13.8654246
94;47.8;21.347131
45;960.2592593;660.2743947
93;51.625;31.2132641
44;962.8888889;662.5667068
92;49.8;29.6265647
47;957.3703704;662.3955446
91;58.5;30.8987179
46;954.0740741;654.7629005
90;77;16.8522995
10;966.2222222;666.6761025
51;957.4444444;658.7097139
52;947.037037;649.567577
53;957.7407407;659.572915
54;962.9259259;671.0886635
88;104.4117647;29.0862055
89;86.6875;21.7798646
50;956.2222222;661.3521309
