79;2727.1;225.3425515
78;2925.2;95.0355287
77;3253.1333333;30.2811348
35;3249.2;28.5480841
36;3257.7666667;35.3998669
33;3252.7;36.1826306
34;3258.7333333;38.623678
39;3247.7666667;34.4079816
37;3250.9333333;33.502376
38;3260.3;32.704687
43;3249.9333333;32.7697646
42;3250.3666667;35.0914896
41;3245.3666667;33.575939
40;3246.9666667;30.0453489
82;2716.4666667;225.8986244
83;2659.6;159.5226932
80;2708.7666667;222.9992552
81;2734.0666667;246.2700975
84;473.6666667;111.2181247
67;3258.8333333;36.2539732
66;3255.7666667;41.6079264
69;3261.5666667;36.906857
68;3247.3;35.3232853
22;3242.2;34.5407306
23;3244.3;42.6672369
24;3251.9333333;36.3070558
25;3249.5666667;36.0150192
26;3250.7333333;37.7723976
27;3247.2333333;36.7992535
28;3254.3;25.827211
29;3246.3333333;31.1684338
3;3248.3333333;28.2028775
2;3253.9;35.2873427
1;3246.6;25.9503505
7;3241.3;30.843487
30;3251.0333333;31.2050873
6;3256.9;33.9607786
5;3244.4666667;28.9526764
32;3254.2333333;25.605338
4;3246.9666667;33.4318487
31;3253.4333333;28.1188161
70;3250.5;24.6950365
71;3255.3;35.8936648
9;3253.8;37.9331535
72;3248.0666667;40.906903
8;3259.4;23.9591607
73;3261.5333333;37.1286053
74;3255.4333333;32.58589
75;3256.0333333;36.5244211
76;3243.8333333;39.3823725
59;3256.8;32.1080074
58;3256.9666667;31.6843085
57;3245.7333333;40.3381682
56;3250.6;30.7106631
19;3251.6;35.3237246
55;3242.1;34.7477114
17;3253.8333333;39.0570611
18;3264.3333333;38.0782618
15;3252.5666667;31.6856144
16;3253.7333333;43.3740216
13;3253.4333333;34.3909404
14;3245.3333333;27.2046311
11;3254.4;32.0049565
12;3262.2;30.0590224
21;3248.4333333;28.8260937
20;3265.3;34.7217015
64;3250.1;37.5254856
65;3248.9;32.5113773
62;3257.7333333;35.5430126
63;3242.9;38.6213716
60;3257;33.2804178
61;3246.8666667;32.5912336
49;3233.3;32.0367784
48;3250.1666667;41.9746092
45;3246.0333333;30.9119811
44;3256;30.5794612
47;3258.9666667;34.5827178
46;3249.3;39.5440828
10;3251.0333333;30.1175666
51;3255;29.3410387
52;3258.3;35.1657651
53;3249.7;39.5388504
54;3254.7;35.3983732
50;3260.6666667;28.766999
