Simulation Identification;sensor.mobile.controlled.PSControlledDRMobileWSNNode_Random64
Round;3
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.controlled.PSControlledDRMobileWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8969852
Total Number of Sensed Events by the WSN;214599
Number of Sensed Events by the WSN per Day
1;1570
2;2105
3;2148
4;2091
5;2097
6;2091
7;2083
8;2058
9;2115
10;2228
11;2286
12;2165
13;2163
14;2130
15;2123
16;2080
17;2122
18;2159
19;2146
20;2085
21;2161
22;2183
23;2126
24;2054
25;2152
26;2159
27;2169
28;2131
29;2067
30;2178
31;2175
32;2060
33;2116
34;2173
35;2171
36;2137
37;2164
38;2136
39;2139
40;2158
41;2143
42;2143
43;2099
44;2187
45;2159
46;2133
47;2126
48;2153
49;2207
50;2059
51;2180
52;2123
53;2092
54;2163
55;2196
56;2086
57;2165
58;2126
59;2170
60;2130
61;2214
62;2138
63;2142
64;2149
65;2112
66;2155
67;2160
68;2160
69;2105
70;2029
71;2185
72;2111
73;2117
74;2143
75;2173
76;2049
77;2141
78;2166
79;2048
80;2118
81;2127
82;2205
83;2150
84;2157
85;2130
86;2200
87;2145
88;2152
89;1958
90;2019
91;2160
92;1954
93;1863
94;2145
95;2101
96;2145
97;2119
98;2166
99;2223
100;2147
101;1854
102;170
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.controlled.PSControlledDRMobileWSNNode;Node0;0;18614;11370;1;5550;8074929.482
