Simulation Identification;sensor.controlled.PSControlledWSNNode_Random100
Round;17
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;9000000
Total Number of Sensed Events by the WSN;0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node0;0;0;0;0;7896;7683996.276
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node1;0;0;0;0;7958;7673664.804666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node2;0;0;0;1;8071;7654828.293333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node3;0;0;0;0;3448;8425331.151333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node4;0;0;0;0;2383;8602831.723333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node5;0;0;0;1;11081;7153165.676666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node6;0;0;0;0;7942;7676325.609333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node7;0;0;0;1;3665;8389163.754667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node8;0;0;0;0;9723;7379498.946
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node9;0;0;0;0;7917;7680496.01
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node10;0;0;0;1;8020;7663330.141333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node11;0;0;0;0;2614;8564330.955333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node12;0;0;0;0;4414;8264332.187333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node13;0;0;0;0;8089;7651832.273333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node14;0;0;0;1;1147;8808830.361333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node15;0;0;0;0;4358;8273665.174667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node16;0;0;0;1;8138;7643664.276666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node17;0;0;0;1;7988;7668660.538666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node18;0;0;0;1;1218;8796997.598
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node19;0;0;0;1;1162;8806328.253333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node20;0;0;0;0;2269;8621830.983333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node21;0;0;0;0;1152;8807994.922
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node22;0;0;0;0;663;8889499.15
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node23;0;0;0;0;156;8973997.542
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node24;0;0;0;0;8032;7661330.407333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node25;0;0;0;1;8042;7659661.362666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node26;0;0;0;0;2917;8513830.689333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node27;0;0;0;0;7856;7690661.872666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node28;0;0;0;1;8050;7658329.777333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node29;0;0;0;0;9064;7489331.093333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node30;0;0;0;0;3666;8388997.404
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node31;0;0;0;0;1615;8730831.803333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node32;0;0;0;0;256;8957330.947333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node33;0;0;0;0;4632;8227997.682
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node34;0;0;0;0;7897;7683830.667333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node35;0;0;0;1;7592;7734661.590666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node36;0;0;0;1;7973;7671160.976666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node37;0;0;0;1;6118;7980332.013333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node38;0;0;0;0;180;8969996.478
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node39;0;0;0;1;7974;7670994.42
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node40;0;0;0;1;1184;8802661.406667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node41;0;0;0;0;1451;8758164.846667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node42;0;0;0;0;770;8871665.966667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node43;0;0;0;1;4674;8220996.964
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node44;0;0;0;1;1178;8803663.998667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node45;0;0;0;0;1313;8781164.656667
