Simulation Identification;sensor.controlled.AntControlledWSNNode_Random64
Round;0
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8969066
Total Number of Sensed Events by the WSN;0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node0;0;0;0;0;11589;7068470.599999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node1;0;0;0;0;6851;7858134.164666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node2;0;0;0;0;3216;8463991.408
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node3;0;0;0;0;11599;7066803.407332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node4;0;0;0;0;8121;7646467.659999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node5;0;0;0;0;190;8968328.521333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node6;0;0;0;0;2822;8529652.986666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node7;0;0;0;0;5118;8146989.218
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node8;0;0;0;0;7534;7744305.411333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node9;0;0;0;0;9786;7368972.697999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node10;0;0;0;0;11543;7076137.286666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node11;0;0;0;0;6059;7990147.312666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node12;0;0;0;0;9171;7471468.493999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node13;0;0;0;0;3697;8383799.073332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node14;0;0;0;0;2645;8559152.930666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node15;0;0;0;0;3789;8368485.204
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node16;0;0;0;0;1888;8685320.793333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node17;0;0;0;0;262;8956326.559333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node18;0;0;0;0;7808;7698634.152666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node19;0;0;0;0;7961;7673144.970666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node20;0;0;0;0;8195;7634144.442666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node21;0;0;0;0;11208;7131970.345999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node22;0;0;0;0;8626;7562301.305332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node23;0;0;0;0;11405;7099136.778666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node24;0;0;0;0;10839;7193470.305999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node25;0;0;0;0;11339;7110136.238666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node26;0;0;0;0;6587;7902133.174666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node27;0;0;0;0;10540;7243303.331332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node28;0;0;0;0;7119;7813471.663999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node29;0;0;0;0;4625;8229136.280666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node30;0;0;0;0;6087;7985486.384
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node31;0;0;0;0;6293;7951133.440666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node32;0;0;0;0;3218;8463646.194666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node33;0;0;0;0;9744;7375968.633999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node34;0;0;0;0;8872;7521301.743332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node35;0;0;0;0;3438;8426989.994
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node36;0;0;0;0;10161;7306468.789999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node37;0;0;0;0;10449;7258469.663999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node38;0;0;0;0;6816;7863974.985999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node39;0;0;0;0;6920;7846650.004666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node40;0;0;0;0;3437;8427151.214666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node41;0;0;0;0;9316;7447305.985332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node42;0;0;0;0;8105;7649140.000666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node43;0;0;0;0;9580;7403302.555332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node44;0;0;0;0;10357;7273802.629332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node45;0;0;0;0;9991;7334802.427332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node46;0;0;0;0;8820;7529968.341999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node47;0;0;0;0;2251;8624821.673333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node48;0;0;0;0;3587;8402157.896666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node49;0;0;0;0;8228;7628635.148666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node50;0;0;0;0;6314;7947649.752666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node51;0;0;0;0;8952;7507969.253999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node52;0;0;0;0;10378;7270302.419332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node53;0;0;0;0;7638;7726967.631999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node54;0;0;0;0;10034;7327635.678666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node55;0;0;0;0;6896;7850642.298666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node56;0;0;0;0;6366;7938966.977999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node57;0;0;0;0;3914;8347658.014666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node58;0;0;0;0;9063;7489468.979999
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node59;0;0;0;0;1708;8715319.563333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node60;0;0;0;0;10327;7278802.675332
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node61;0;0;0;0;9221;7463135.314666
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node62;0;0;0;0;7699;7716813.387333
eboracum.wsn.network.node.sensor.controlled.AntControlledWSNNode;Node63;0;0;0;0;11037;7160470.271999
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;337750;0
