Simulation Total Time;8290024
Total Number of Sensed Events by the WSN: 0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime
eboracum.wsn.network.node.sensor.MuleWSNNode;Node63;0;378726;41223;0;6846;7744409.999998;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node64;0;379749;41340;0;6899;7735363.33333;89 days 12:42:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node65;0;380065;41553;0;6965;7723873.333331;89 days 9:31:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node66;0;379550;41386;0;6920;7731779.999997;89 days 11:44:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node67;0;372554;40957;0;6808;7751503.333331;89 days 17:11:47
eboracum.wsn.network.node.sensor.MuleWSNNode;Node68;0;353948;39684;0;6703;7772896.666664;89 days 23:8:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node69;0;204499;30601;0;5978;7921589.999999;91 days 16:27:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node70;0;192319;30613;0;5935;7928573.333332;91 days 18:24:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node71;0;340459;39762;0;6673;7777536.666664;90 days 0:25:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node72;0;370581;40690;0;6766;7759253.333331;89 days 19:22:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node73;0;375961;41276;0;6911;7733616.666663;89 days 12:13:55
eboracum.wsn.network.node.sensor.MuleWSNNode;Node74;0;377541;41364;0;6947;7727443.333331;89 days 10:30:51
eboracum.wsn.network.node.sensor.MuleWSNNode;Node75;0;378532;41356;0;6871;7739883.33333;89 days 13:58:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node76;0;377405;41083;0;6878;7739649.999997;89 days 13:55:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node77;0;368045;40747;0;6825;7749426.666663;89 days 16:37:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node78;0;349923;39876;0;6811;7754619.999997;89 days 18:4:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node79;0;204860;30749;1;5996;7918156.666665;91 days 15:29:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node80;0;181132;29837;0;6001;7920383.333332;91 days 16:7:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node81;0;276669;38856;0;6849;7751809.999999;89 days 17:17:6
eboracum.wsn.network.node.sensor.MuleWSNNode;Node82;0;353833;39861;0;6731;7767733.333331;89 days 21:42:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node83;0;366072;40279;0;6931;7733673.33333;89 days 12:14:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node84;0;367579;40280;0;6840;7748533.333331;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node85;0;368107;40006;1;6835;7750263.33333;89 days 16:51:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node86;0;367865;39721;0;6743;7766239.999998;89 days 21:18:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node87;0;363243;39575;0;6644;7782896.666663;90 days 1:55:44
eboracum.wsn.network.node.sensor.MuleWSNNode;Node88;0;291989;38849;0;6878;7747096.666666;89 days 15:58:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node89;0;143841;29777;0;5973;7925153.333333;91 days 17:26:42
eboracum.wsn.network.node.sensor.MuleWSNNode;Node90;0;198942;22315;1;5145;8085266.666665;93 days 13:54:38
eboracum.wsn.network.node.sensor.MuleWSNNode;Node91;0;182615;29920;0;6023;7916509.999999;91 days 15:1:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node92;0;203288;30804;0;5975;7921403.333333;91 days 16:25:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node93;0;211715;31107;0;6100;7899976.666665;91 days 10:27:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node94;0;212557;31034;0;6028;7911980;91 days 13:47:7
eboracum.wsn.network.node.sensor.MuleWSNNode;Node95;0;212451;30940;0;6038;7910659.999999;91 days 13:26:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node96;0;212151;30734;0;6006;7916573.333333;91 days 15:5:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node97;0;211503;30513;0;5947;7926946.666665;91 days 17:56:32
eboracum.wsn.network.node.sensor.MuleWSNNode;Node98;0;146278;29720;0;5969;7925996.666666;91 days 17:40:46
eboracum.wsn.network.node.sensor.MuleWSNNode;Node99;0;169145;22068;0;5063;8099483.333333;93 days 17:52:35
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;378143;0
Time that first node die: Node23 89 days 3:30:30
Simulation Total Time;8081955
Total Number of Sensed Events by the WSN: 365321
Total Number of Sensed Events by the Drone: 365321
Number of Sensed Events by the Drone per Day
1;3969
2;3998
3;4094
4;4028
5;4050
6;4005
7;4042
8;3967
9;4074
10;4040
11;4033
12;4041
13;4046
14;4005
15;3976
16;4005
17;4016
18;4006
19;4009
20;3968
21;4051
22;4092
23;3951
24;3979
25;4016
26;4081
27;4061
28;4023
29;3956
30;4017
31;4084
32;4047
33;4046
34;3973
35;4066
36;4067
37;3997
38;4019
39;4004
40;4062
41;3993
42;3934
43;4074
44;4028
45;4008
46;4079
47;4071
48;4048
49;4001
50;3999
51;4109
52;4040
53;3979
54;4009
55;4018
56;4009
57;4037
58;4032
59;3976
60;4065
61;4072
62;4048
63;4043
64;4050
65;4070
66;4102
67;4072
68;4079
69;4007
70;4044
71;4077
72;4027
73;4056
74;4024
75;4003
76;4072
77;4100
78;4071
79;4051
80;3944
81;4068
82;4047
83;4097
84;4032
85;4014
86;3995
87;3986
88;4078
89;3998
90;3214
91;1634
92;1326
93;236
94;111
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime
eboracum.wsn.network.node.sensor.MuleWSNNode;Node0;0;204809;22382;0;5164;8081939.999999;93 days 12:59:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node1;0;188682;30002;0;6046;7912480;91 days 13:56:22
eboracum.wsn.network.node.sensor.MuleWSNNode;Node2;0;210475;31184;0;6102;7899393.333332;91 days 10:16:55
eboracum.wsn.network.node.sensor.MuleWSNNode;Node3;0;212325;31194;0;6090;7901320;91 days 10:48:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node4;0;212955;30832;0;6006;7916246.666665;91 days 14:58:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node5;0;212800;30562;0;5973;7922536.666667;91 days 16:43:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node6;0;213076;30766;0;5950;7925613.333332;91 days 17:34:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node7;0;212026;30836;0;5986;7919500;91 days 15:51:46
eboracum.wsn.network.node.sensor.MuleWSNNode;Node8;0;200286;29865;0;6011;7918653.333332;91 days 15:40:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node9;0;223956;22269;0;5172;8081009.999998;93 days 12:44:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node10;0;178441;29714;0;6007;7919813.333332;91 days 15:58:20
eboracum.wsn.network.node.sensor.MuleWSNNode;Node11;0;292575;39050;0;6737;7769459.999999;89 days 22:11:1
eboracum.wsn.network.node.sensor.MuleWSNNode;Node12;0;364178;40211;0;6852;7746803.33333;89 days 15:53:43
eboracum.wsn.network.node.sensor.MuleWSNNode;Node13;0;366339;40274;0;6920;7735486.666665;89 days 12:45:1
eboracum.wsn.network.node.sensor.MuleWSNNode;Node14;0;368992;39803;0;6763;7762699.999997;89 days 20:19:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node15;0;369156;39676;0;6660;7779949.999998;90 days 1:6:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node16;0;368087;40048;0;6907;7738363.33333;89 days 13:32:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node17;0;366351;40203;0;6908;7737683.333331;89 days 13:21:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node18;0;299965;39103;0;6811;7757193.333333;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node19;0;197301;29651;0;5914;7935209.999999;91 days 20:13:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node20;0;191785;30543;0;5896;7935176.666666;91 days 20:13:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node21;0;347098;40038;1;6885;7741989.999998;89 days 14:34:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node22;0;374284;41210;0;6887;7737756.666663;89 days 13:23:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node23;0;377231;41182;0;6880;7738993.33333;89 days 13:45:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node24;0;378364;40920;0;6820;7749666.666663;89 days 16:41:7
eboracum.wsn.network.node.sensor.MuleWSNNode;Node25;0;378332;40841;0;6817;7750419.999997;89 days 16:55:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node26;0;377875;41107;0;6911;7734179.999997;89 days 12:23:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node27;0;375143;41274;0;6843;7744729.999997;89 days 15:18:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node28;0;361722;39945;0;6899;7740013.33333;89 days 14:1:7
eboracum.wsn.network.node.sensor.MuleWSNNode;Node29;0;206753;30535;0;5958;7925076.666665;91 days 17:24:42
eboracum.wsn.network.node.sensor.MuleWSNNode;Node30;0;193703;30456;0;5862;7941019.999999;91 days 21:51:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node31;0;347349;40083;0;6898;7739716.666664;89 days 13:56:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node32;0;375273;41122;0;6844;7745073.333331;89 days 15:26:38
eboracum.wsn.network.node.sensor.MuleWSNNode;Node33;0;379000;41132;0;6809;7750756.666664;89 days 17:0:41
eboracum.wsn.network.node.sensor.MuleWSNNode;Node34;0;380241;41104;0;6829;7747583.333331;89 days 16:8:17
eboracum.wsn.network.node.sensor.MuleWSNNode;Node35;0;380225;41069;1;6844;7745249.999997;89 days 15:27:36
eboracum.wsn.network.node.sensor.MuleWSNNode;Node36;0;380552;41006;0;6757;7759669.999997;89 days 19:28:36
eboracum.wsn.network.node.sensor.MuleWSNNode;Node37;0;376551;41012;0;6870;7741193.33333;89 days 14:20:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node38;0;364489;39774;0;6715;7770636.666664;89 days 22:31:18
eboracum.wsn.network.node.sensor.MuleWSNNode;Node39;0;209642;30322;0;5837;7945549.999999;91 days 23:7:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node40;0;193172;30611;0;5938;7928089.999999;91 days 18:15:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node41;0;345124;40200;0;6855;7746349.999998;89 days 15:46:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node42;0;373949;41260;0;6842;7744939.999998;89 days 15:23:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node43;0;378865;41234;1;6961;7725589.999998;89 days 10:0:41
eboracum.wsn.network.node.sensor.MuleWSNNode;Node44;0;380419;41489;0;6980;7721636.666665;89 days 8:55:57
eboracum.wsn.network.node.sensor.MuleWSNNode;Node45;0;381028;41450;0;6993;7719643.333331;89 days 8:21:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node46;0;381919;41385;0;6867;7740439.999998;89 days 14:7:22
eboracum.wsn.network.node.sensor.MuleWSNNode;Node47;0;374156;41558;0;7003;7717649.999998;89 days 7:47:58
eboracum.wsn.network.node.sensor.MuleWSNNode;Node48;0;358517;40152;0;6876;7743079.999998;89 days 14:51:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node49;0;207182;30546;0;5975;7922263.333332;91 days 16:39:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node50;0;191866;30875;0;6025;7912999.999999;91 days 14:5:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node51;0;340741;40392;0;6954;7729539.999998;89 days 11:5:47
eboracum.wsn.network.node.sensor.MuleWSNNode;Node52;0;372009;41217;0;6918;7732669.999998;89 days 11:59:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node53;0;380809;41166;0;6750;7760279.999998;89 days 19:39:16
eboracum.wsn.network.node.sensor.MuleWSNNode;Node54;0;382025;41142;0;6813;7750069.999998;89 days 16:48:24
eboracum.wsn.network.node.sensor.MuleWSNNode;Node55;0;382399;41292;0;6846;7744183.333332;89 days 15:11:58
eboracum.wsn.network.node.sensor.MuleWSNNode;Node56;0;381827;41489;0;6907;7733559.999998;89 days 12:14:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node57;0;373824;41556;0;6999;7718309.999998;89 days 7:59:5
eboracum.wsn.network.node.sensor.MuleWSNNode;Node58;0;354532;40189;0;6876;7742956.666665;89 days 14:50:39
eboracum.wsn.network.node.sensor.MuleWSNNode;Node59;0;204281;30627;0;5916;7931629.999999;91 days 19:13:50
eboracum.wsn.network.node.sensor.MuleWSNNode;Node60;0;193823;30634;0;5950;7926053.333332;91 days 17:41:42
eboracum.wsn.network.node.sensor.MuleWSNNode;Node61;0;343235;40235;0;6845;7747866.666664;89 days 16:11:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node62;0;372301;41298;0;6875;7739423.33333;89 days 13:51:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node63;0;378106;41359;0;6974;7723049.999998;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node64;0;379686;41397;0;6949;7727006.666664;89 days 10:24:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node65;0;380817;41332;0;6892;7736533.333331;89 days 13:2:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node66;0;379469;41342;0;6985;7721309.999997;89 days 8:49:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node67;0;373514;41230;0;6836;7746019.999998;89 days 15:42:16
eboracum.wsn.network.node.sensor.MuleWSNNode;Node68;0;354912;40045;0;6810;7754216.666664;89 days 17:58:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node69;0;205395;30633;0;5944;7927036.666665;91 days 17:58:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node70;0;192973;30556;0;5871;7939216.666666;91 days 21:22:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node71;0;340455;39950;0;6881;7742939.999997;89 days 14:50:39
eboracum.wsn.network.node.sensor.MuleWSNNode;Node72;0;370863;41135;0;6829;7747479.999997;89 days 16:5:36
eboracum.wsn.network.node.sensor.MuleWSNNode;Node73;0;376719;41487;0;6899;7734879.999997;89 days 12:36:19
eboracum.wsn.network.node.sensor.MuleWSNNode;Node74;0;378306;41218;0;6871;7740343.333331;89 days 14:6:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node75;0;379215;40929;0;6789;7754699.999997;89 days 18:7:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node76;0;378177;40889;0;6814;7750749.999997;89 days 17:0:41
eboracum.wsn.network.node.sensor.MuleWSNNode;Node77;0;369087;40940;0;6781;7755969.999997;89 days 18:27:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node78;0;350612;40110;0;6911;7737503.333331;89 days 13:18:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node79;0;205394;30854;0;6020;7913886.666666;91 days 14:19:22
eboracum.wsn.network.node.sensor.MuleWSNNode;Node80;0;181927;29714;0;5982;7923893.333332;91 days 17:5:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node81;0;277806;38960;0;6796;7760119.999999;89 days 19:36:32
eboracum.wsn.network.node.sensor.MuleWSNNode;Node82;0;354660;40152;0;6824;7751573.333331;89 days 17:14:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node83;0;366274;40506;0;7027;7717236.666663;89 days 7:40:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node84;0;367488;40231;0;6853;7746576.666664;89 days 15:51:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node85;0;368464;39637;0;6777;7760966.666663;89 days 19:51:17
eboracum.wsn.network.node.sensor.MuleWSNNode;Node86;0;367879;39591;0;6726;7769449.999998;89 days 22:11:1
eboracum.wsn.network.node.sensor.MuleWSNNode;Node87;0;362526;39774;0;6817;7753976.666663;89 days 17:53:43
eboracum.wsn.network.node.sensor.MuleWSNNode;Node88;0;292957;39130;0;6858;7749426.666666;89 days 16:39:5
eboracum.wsn.network.node.sensor.MuleWSNNode;Node89;0;144653;29916;0;5977;7924036.666667;91 days 17:9:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node90;0;199504;22329;0;5189;8078033.333332;93 days 11:55:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node91;0;183398;29829;0;5969;7925633.333332;91 days 17:34:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node92;0;203819;30866;0;6000;7917113.333333;91 days 15:12:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node93;0;212046;31146;0;6082;7902786.666665;91 days 11:13:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node94;0;212297;30742;0;5982;7920466.666667;91 days 16:8:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node95;0;212247;30337;1;5857;7942233.333332;91 days 22:10:46
eboracum.wsn.network.node.sensor.MuleWSNNode;Node96;0;212008;30235;0;5864;7941430;91 days 21:57:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node97;0;211173;30499;0;5924;7930749.999999;91 days 19:0:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node98;0;146768;29811;0;5974;7924880;91 days 17:22:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node99;0;169264;22314;0;5181;8079390;93 days 12:17:41
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;377045;0
Time that first node die: Node83 89 days 7:40:37
Simulation Total Time;8101837
Total Number of Sensed Events by the WSN: 365755
Total Number of Sensed Events by the Drone: 365755
Number of Sensed Events by the Drone per Day
1;3997
2;4003
3;4002
4;4019
5;4026
6;3992
7;4067
8;4017
9;4014
10;4009
11;3983
12;4105
13;4039
14;4082
15;4044
16;4042
17;4061
18;4026
19;4031
20;4061
21;4004
22;4038
23;4049
24;4030
25;4023
26;4011
27;4017
28;4017
29;4101
30;4029
31;4054
32;4088
33;4058
34;4016
35;4012
36;3999
37;4031
38;3966
39;4077
40;4001
41;4004
42;4037
43;4004
44;4063
45;4023
46;4015
47;4103
48;3971
49;4045
50;4047
51;4061
52;4037
53;3988
54;4023
55;4000
56;4008
57;4006
58;4013
59;4028
60;4078
61;4029
62;3989
63;4009
64;4107
65;4103
66;4118
67;4023
68;4018
69;4052
70;4033
71;4035
72;4029
73;4038
74;4044
75;4001
76;4062
77;4076
78;3992
79;4045
80;4076
81;4023
82;4073
83;4029
84;4032
85;4078
86;4032
87;4091
88;4012
89;4066
90;3324
91;1712
92;1255
93;212
94;142
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime
eboracum.wsn.network.node.sensor.MuleWSNNode;Node0;0;205101;22336;0;5107;8091403.333332;93 days 15:39:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node1;0;188506;30165;0;6067;7908506.666666;91 days 12:49:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node2;0;209918;30773;0;5976;7921343.333332;91 days 16:23:13
eboracum.wsn.network.node.sensor.MuleWSNNode;Node3;0;211579;30679;0;5952;7925576.666667;91 days 17:34:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node4;0;212629;30705;0;5985;7920099.999999;91 days 16:4:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node5;0;213116;30589;0;5877;7938126.666667;91 days 21:3:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node6;0;212806;30910;0;6031;7911903.333332;91 days 13:46:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node7;0;211986;30867;0;5991;7918580;91 days 15:36:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node8;0;200154;29889;1;5999;7920533.333332;91 days 16:9:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node9;0;223712;22272;0;5177;8080183.333331;93 days 12:31:6
eboracum.wsn.network.node.sensor.MuleWSNNode;Node10;0;178762;29991;0;6055;7911046.666666;91 days 13:32:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node11;0;291110;39674;0;7060;7714619.999999;89 days 6:57:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node12;0;363411;40136;0;6808;7754239.999997;89 days 17:57:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node13;0;365900;40003;0;6814;7753703.333331;89 days 17:49:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node14;0;367630;40154;0;6925;7735069.999996;89 days 12:39:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node15;0;368805;39996;0;6819;7752909.999998;89 days 17:36:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node16;0;367635;40422;1;7004;7721276.666663;89 days 8:47:58
eboracum.wsn.network.node.sensor.MuleWSNNode;Node17;0;366544;40260;0;6858;7745659.999998;89 days 15:34:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node18;0;299763;38955;0;6828;7754909.999999;89 days 18:8:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node19;0;196947;29742;0;5920;7933923.333332;91 days 19:52:50
eboracum.wsn.network.node.sensor.MuleWSNNode;Node20;0;191848;30429;0;5834;7945683.333332;91 days 23:10:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node21;0;346295;40215;0;6955;7729966.666664;89 days 11:13:17
eboracum.wsn.network.node.sensor.MuleWSNNode;Node22;0;374389;41025;0;6804;7751929.999997;89 days 17:20:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node23;0;377155;41046;0;6833;7747123.333331;89 days 15:59:41
eboracum.wsn.network.node.sensor.MuleWSNNode;Node24;0;378633;41118;1;6869;7741006.666663;89 days 14:16:51
eboracum.wsn.network.node.sensor.MuleWSNNode;Node25;0;379639;40995;0;6711;7767219.999997;89 days 21:33:43
eboracum.wsn.network.node.sensor.MuleWSNNode;Node26;0;378531;41279;1;6938;7729196.666663;89 days 11:0:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node27;0;375470;41181;0;6866;7741283.333331;89 days 14:21:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node28;0;362466;39964;0;6775;7760203.33333;89 days 19:36:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node29;0;207094;30661;0;5991;7919266.666665;91 days 15:47:58
eboracum.wsn.network.node.sensor.MuleWSNNode;Node30;0;193403;30106;0;5764;7958193.333332;92 days 2:36:43
eboracum.wsn.network.node.sensor.MuleWSNNode;Node31;0;347472;39768;0;6798;7757099.999998;89 days 18:45:57
eboracum.wsn.network.node.sensor.MuleWSNNode;Node32;0;374955;41012;0;6823;7748869.999998;89 days 16:29:4
eboracum.wsn.network.node.sensor.MuleWSNNode;Node33;0;378634;41204;0;6902;7735326.666664;89 days 12:42:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node34;0;379788;41553;0;6942;7727629.999998;89 days 10:35:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node35;0;380424;41266;0;6946;7727933.33333;89 days 10:40:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node36;0;380512;41443;0;6881;7737959.999998;89 days 13:26:55
eboracum.wsn.network.node.sensor.MuleWSNNode;Node37;0;376787;41267;0;6905;7734626.666664;89 days 12:32:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node38;0;364661;40076;0;6848;7747906.666664;89 days 16:13:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node39;0;210038;30868;0;5997;7917596.666665;91 days 15:20:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node40;0;192825;30325;0;5946;7927736.666666;91 days 18:10:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node41;0;345272;39916;0;6778;7759873.333332;89 days 19:33:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node42;0;373627;41075;0;6871;7740823.333332;89 days 14:13:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node43;0;379679;41140;0;6823;7748443.333331;89 days 16:22:5
eboracum.wsn.network.node.sensor.MuleWSNNode;Node44;0;380657;41519;0;6983;7721043.333332;89 days 8:44:13
eboracum.wsn.network.node.sensor.MuleWSNNode;Node45;0;381739;41452;0;6903;7734339.999998;89 days 12:26:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node46;0;381892;41415;0;6892;7736256.666665;89 days 12:57:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node47;0;375330;41344;0;6877;7738946.666665;89 days 13:42:36
eboracum.wsn.network.node.sensor.MuleWSNNode;Node48;0;359070;40275;0;6849;7747083.333332;89 days 15:58:5
eboracum.wsn.network.node.sensor.MuleWSNNode;Node49;0;207685;30902;0;6036;7911113.333332;91 days 13:32:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node50;0;192378;30672;0;5920;7930826.666666;91 days 19:1:36
eboracum.wsn.network.node.sensor.MuleWSNNode;Node51;0;341455;40065;0;6859;7746146.666665;89 days 15:43:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node52;0;371602;41030;0;6935;7730516.666665;89 days 11:23:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node53;0;380529;40970;0;6751;7760773.333332;89 days 19:47:19
eboracum.wsn.network.node.sensor.MuleWSNNode;Node54;0;380316;41283;0;6931;7730326.666665;89 days 11:18:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node55;0;381644;41350;0;6833;7746109.999998;89 days 15:41:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node56;0;381045;41425;0;6969;7723646.666665;89 days 9:27:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node57;0;373855;41574;0;6949;7726416.666665;89 days 10:13:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node58;0;354035;40460;0;6970;7726699.999998;89 days 10:19:1
eboracum.wsn.network.node.sensor.MuleWSNNode;Node59;0;204193;30942;1;5992;7918166.666665;91 days 15:30:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node60;0;193908;30854;0;6027;7912743.333332;91 days 13:59:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node61;0;343380;40124;0;6863;7745296.666665;89 days 15:28:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node62;0;372813;40978;0;6750;7760913.33333;89 days 19:49:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node63;0;378455;40823;0;6778;7756849.999997;89 days 18:42:38
eboracum.wsn.network.node.sensor.MuleWSNNode;Node64;0;377973;41043;0;6897;7736679.999997;89 days 13:4:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node65;0;379351;40989;0;6879;7739803.333331;89 days 13:58:39
eboracum.wsn.network.node.sensor.MuleWSNNode;Node66;0;379219;41205;0;6859;7742346.666664;89 days 14:40:4
eboracum.wsn.network.node.sensor.MuleWSNNode;Node67;0;372638;41166;0;6890;7737413.333331;89 days 13:18:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node68;0;353933;40286;0;6914;7736426.666664;89 days 13:0:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node69;0;205011;30774;0;5958;7924279.999999;91 days 17:12:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node70;0;192904;30942;0;6037;7910816.666666;91 days 13:27:23
