Simulation Total Time;8290024
Total Number of Sensed Events by the WSN: 0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime
eboracum.wsn.network.node.sensor.MuleWSNNode;Node13;0;366101;40622;0;6998;7721586.666664;89 days 8:53:14
eboracum.wsn.network.node.sensor.MuleWSNNode;Node14;0;367725;40382;0;6908;7737086.666663;89 days 13:11:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node15;0;368569;39896;0;6785;7758799.999998;89 days 19:15:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node16;0;368695;39883;0;6775;7760473.33333;89 days 19:43:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node17;0;365866;40133;0;6906;7738243.333331;89 days 13:30:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node18;0;299362;39378;0;6947;7734063.333333;89 days 12:22:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node19;0;197116;29940;0;5972;7924773.333332;91 days 17:20:6
eboracum.wsn.network.node.sensor.MuleWSNNode;Node20;0;192082;30760;0;5956;7924653.333332;91 days 17:18:57
eboracum.wsn.network.node.sensor.MuleWSNNode;Node21;0;347634;40175;1;6888;7741043.333331;89 days 14:17:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node22;0;375184;41449;0;6869;7739899.999997;89 days 13:58:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node23;0;376979;41750;0;6999;7717666.666664;89 days 7:48:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node24;0;377575;41269;0;6940;7728903.33333;89 days 10:55:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node25;0;378310;40495;0;6689;7772479.999997;89 days 23:2:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node26;0;378001;40411;0;6725;7766879.999997;89 days 21:28:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node27;0;374734;40967;0;6828;7748199.999997;89 days 16:17:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node28;0;362296;40156;0;6836;7749599.999997;89 days 16:42:17
eboracum.wsn.network.node.sensor.MuleWSNNode;Node29;0;207308;30645;0;5941;7927486.666665;91 days 18:6:18
eboracum.wsn.network.node.sensor.MuleWSNNode;Node30;0;193663;30788;0;5996;7918023.333332;91 days 15:27:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node31;0;348234;40308;0;6861;7745009.999998;89 days 15:23:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node32;0;375070;41606;0;6972;7722553.333331;89 days 9:10:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node33;0;378368;41465;0;6969;7723513.33333;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node34;0;379762;41125;0;6840;7745716.666664;89 days 15:35:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node35;0;380390;40444;0;6667;7776243.33333;90 days 0:4:42
eboracum.wsn.network.node.sensor.MuleWSNNode;Node36;0;380091;40443;0;6680;7774123.333331;89 days 23:30:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node37;0;376441;41167;0;6862;7741983.33333;89 days 14:35:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node38;0;364796;40326;0;6910;7736949.999998;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node39;0;210534;30805;0;5955;7924666.666665;91 days 17:18:57
eboracum.wsn.network.node.sensor.MuleWSNNode;Node40;0;192826;30757;0;5986;7919763.333332;91 days 15:58:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node41;0;345026;40151;0;6874;7743409.999998;89 days 14:57:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node42;0;373232;41349;0;6983;7721613.333332;89 days 8:54:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node43;0;379746;41168;0;6759;7758803.333331;89 days 19:15:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node44;0;381284;41074;0;6886;7738373.333332;89 days 13:33:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node45;0;380817;41086;0;6901;7735883.333331;89 days 12:51:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node46;0;381107;41157;0;6829;7747406.666665;89 days 16:5:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node47;0;374280;41482;0;7056;7709246.666665;89 days 5:27:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node48;0;358806;40728;0;7011;7719109.999998;89 days 8:12:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node49;0;208425;31121;0;6045;7908913.333332;91 days 12:56:14
eboracum.wsn.network.node.sensor.MuleWSNNode;Node50;0;192014;30572;0;5924;7930506.666666;91 days 18:56:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node51;0;341640;39855;0;6716;7770203.333332;89 days 22:25:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node52;0;371979;41025;0;6849;7744579.999998;89 days 15:17:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node53;0;380269;40907;0;6812;7751016.666665;89 days 17:4:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node54;0;381273;41096;0;6829;7747609.999998;89 days 16:7:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node55;0;380668;41180;0;6937;7729689.999998;89 days 11:9:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node56;0;381076;41148;0;6880;7739106.666665;89 days 13:45:47
eboracum.wsn.network.node.sensor.MuleWSNNode;Node57;0;374833;41279;0;6798;7752063.333332;89 days 17:22:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node58;0;354926;40473;0;6881;7741193.333331;89 days 14:20:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node59;0;204653;31164;0;6076;7903706.666665;91 days 11:28:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node60;0;193816;30790;0;6022;7913773.333332;91 days 14:18:1
eboracum.wsn.network.node.sensor.MuleWSNNode;Node61;0;343224;40136;0;6894;7740193.333331;89 days 14:3:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node62;0;372572;41267;0;6842;7744916.666664;89 days 15:22:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node63;0;378652;41045;0;6853;7743863.333331;89 days 15:4:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node64;0;380081;40904;0;6808;7751679.999997;89 days 17:16:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node65;0;380487;40881;0;6744;7762213.333331;89 days 20:10:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node66;0;379273;41051;0;6848;7744656.666664;89 days 15:18:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node67;0;372874;41017;0;6866;7741829.999998;89 days 14:30:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node68;0;353267;40298;0;6959;7729036.666664;89 days 10:58:16
eboracum.wsn.network.node.sensor.MuleWSNNode;Node69;0;204658;31108;0;6086;7902259.999999;91 days 11:5:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node70;0;193559;30897;0;5949;7925339.999999;91 days 17:30:1
eboracum.wsn.network.node.sensor.MuleWSNNode;Node71;0;340810;40469;0;6933;7732713.33333;89 days 12:0:20
eboracum.wsn.network.node.sensor.MuleWSNNode;Node72;0;370006;41348;0;6987;7720959.999997;89 days 8:43:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node73;0;376936;41154;0;6889;7737616.666663;89 days 13:21:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node74;0;377873;41091;0;6865;7741746.666664;89 days 14:29:57
eboracum.wsn.network.node.sensor.MuleWSNNode;Node75;0;378643;40922;0;6798;7753256.666663;89 days 17:43:6
eboracum.wsn.network.node.sensor.MuleWSNNode;Node76;0;377643;40921;0;6878;7740189.999997;89 days 14:3:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node77;0;369090;40692;0;6711;7768233.33333;89 days 21:50:51
eboracum.wsn.network.node.sensor.MuleWSNNode;Node78;0;350607;39783;0;6720;7769789.999997;89 days 22:17:17
eboracum.wsn.network.node.sensor.MuleWSNNode;Node79;0;204854;30602;0;5924;7930409.999999;91 days 18:55:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node80;0;181834;30023;0;6044;7912736.666666;91 days 14:0:14
eboracum.wsn.network.node.sensor.MuleWSNNode;Node81;0;277514;39350;0;6932;7736606.666666;89 days 13:4:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node82;0;354207;39940;0;6795;7757016.666665;89 days 18:45:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node83;0;367818;39668;0;6709;7771969.999997;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node84;0;367283;39831;0;6890;7741863.333331;89 days 14:32:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node85;0;368363;39958;0;6842;7749279.999997;89 days 16:35:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node86;0;368099;40086;0;6852;7747219.999998;89 days 16:0:39
eboracum.wsn.network.node.sensor.MuleWSNNode;Node87;0;363070;39802;0;6807;7755516.666663;89 days 18:19:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node88;0;292362;38945;0;6858;7750046.666666;89 days 16:48:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node89;0;143892;29673;0;5947;7929746.666667;91 days 18:44:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node90;0;199009;22407;0;5172;8080549.999998;93 days 12:35:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node91;0;182535;29884;0;6019;7917283.333332;91 days 15:15:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node92;0;203091;30359;0;5860;7941673.333333;91 days 22:2:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node93;0;211932;30066;0;5826;7948199.999999;91 days 23:50:38
eboracum.wsn.network.node.sensor.MuleWSNNode;Node94;0;211986;30296;0;5844;7944493.333333;91 days 22:48:14
eboracum.wsn.network.node.sensor.MuleWSNNode;Node95;0;212619;30448;0;5892;7936149.999999;91 days 20:30:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node96;0;212622;30596;0;5982;7920953.333333;91 days 16:17:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node97;0;211829;30661;0;5917;7931356.666665;91 days 19:10:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node98;0;146666;29821;0;6037;7914553.333333;91 days 14:30:34
eboracum.wsn.network.node.sensor.MuleWSNNode;Node99;0;169192;22169;0;5092;8094413.333333;93 days 16:28:44
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;378003;0
Time that first node die: Node47 89 days 5:27:34
Simulation Total Time;8107180
Total Number of Sensed Events by the WSN: 365648
Total Number of Sensed Events by the Drone: 365648
Number of Sensed Events by the Drone per Day
1;3998
2;4006
3;4033
4;4042
5;4019
6;4052
7;4053
8;3990
9;4003
10;3911
11;4015
12;4020
13;4000
14;4011
15;4063
16;4040
17;4032
18;4042
19;4082
20;4063
21;4036
22;4061
23;4045
24;4018
25;4070
26;4013
27;3980
28;4089
29;4041
30;3964
31;3948
32;4035
33;4005
34;3995
35;4074
36;4068
37;4084
38;4069
39;4042
40;4045
41;4046
42;4048
43;4009
44;4004
45;4014
46;4045
47;4039
48;4035
49;3978
50;4011
51;4016
52;3950
53;4041
54;4027
55;4042
56;4030
57;4051
58;4037
59;4019
60;4038
61;4068
62;3996
63;4004
64;4055
65;4087
66;4045
67;4049
68;4111
69;4039
70;4053
71;4001
72;4068
73;4050
74;4010
75;3982
76;4081
77;3996
78;4049
79;4011
80;3973
81;4060
82;4097
83;4030
84;4045
85;4049
86;4044
87;4075
88;4123
89;4078
90;3361
91;1692
92;1269
93;225
94;135
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime
eboracum.wsn.network.node.sensor.MuleWSNNode;Node0;0;204374;22193;0;5125;8088939.999999;93 days 14:57:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node1;0;188215;29859;0;6030;7915570;91 days 14:46:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node2;0;210368;30958;0;5943;7926116.666665;91 days 17:43:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node3;0;212228;30984;0;6056;7907573.333333;91 days 12:33:58
eboracum.wsn.network.node.sensor.MuleWSNNode;Node4;0;213063;30867;0;6000;7917109.999999;91 days 15:12:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node5;0;213045;30771;0;5989;7919226.666667;91 days 15:48:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node6;0;213144;30801;0;5931;7928599.999999;91 days 18:23:50
eboracum.wsn.network.node.sensor.MuleWSNNode;Node7;0;211650;30792;0;6036;7911476.666667;91 days 13:38:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node8;0;200028;29921;0;6060;7910463.333332;91 days 13:22:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node9;0;224371;22146;0;5015;8107063.333331;93 days 19:59:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node10;0;178873;29619;0;5912;7935646.666666;91 days 20:22:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node11;0;291586;39282;1;6853;7749739.999999;89 days 16:42:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node12;0;362682;40426;0;6986;7724199.999997;89 days 9:38:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node13;0;366370;40354;0;6941;7731796.666665;89 days 11:45:19
eboracum.wsn.network.node.sensor.MuleWSNNode;Node14;0;369077;40187;1;6822;7751783.33333;89 days 17:16:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node15;0;368288;40189;0;6868;7744263.333331;89 days 15:12:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node16;0;368291;40017;0;6914;7737326.666663;89 days 13:15:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node17;0;366634;39993;0;6741;7765659.999998;89 days 21:8:9
eboracum.wsn.network.node.sensor.MuleWSNNode;Node18;0;299412;39178;0;6871;7747143.333333;89 days 15:59:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node19;0;197064;29888;0;6056;7911226.666665;91 days 13:36:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node20;0;192241;30653;0;5920;7930889.999999;91 days 19:3:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node21;0;347373;40225;0;6873;7743326.666664;89 days 14:55:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node22;0;374117;41370;0;6904;7734446.666663;89 days 12:28:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node23;0;378570;41044;0;6784;7755133.333331;89 days 18:13:14
eboracum.wsn.network.node.sensor.MuleWSNNode;Node24;0;378594;41085;0;6853;7743726.666663;89 days 15:2:51
eboracum.wsn.network.node.sensor.MuleWSNNode;Node25;0;378226;41149;0;6890;7737473.333331;89 days 13:17:55
eboracum.wsn.network.node.sensor.MuleWSNNode;Node26;0;378216;41091;0;6824;7748443.33333;89 days 16:20:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node27;0;375096;40762;0;6803;7752973.333331;89 days 17:36:15
eboracum.wsn.network.node.sensor.MuleWSNNode;Node28;0;362092;40090;0;6839;7749329.999997;89 days 16:35:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node29;0;207191;30945;0;6010;7915216.666665;91 days 14:40:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node30;0;193898;30976;0;6032;7911519.999999;91 days 13:40:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node31;0;347710;40451;0;6952;7729669.999998;89 days 11:8:42
eboracum.wsn.network.node.sensor.MuleWSNNode;Node32;0;375078;41361;0;6950;7726963.333331;89 days 10:23:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node33;0;379600;41064;0;6776;7756373.33333;89 days 18:33:6
eboracum.wsn.network.node.sensor.MuleWSNNode;Node34;0;379659;41100;0;6905;7735183.333331;89 days 12:40:6
eboracum.wsn.network.node.sensor.MuleWSNNode;Node35;0;380081;41230;0;6839;7745529.999997;89 days 15:32:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node36;0;380172;40971;0;6835;7747049.999998;89 days 15:59:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node37;0;376560;40857;0;6769;7758206.666664;89 days 19:4:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node38;0;364415;40043;0;6838;7749649.999998;89 days 16:42:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node39;0;210134;30805;0;6029;7912583.333332;91 days 13:56:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node40;0;193248;30938;0;6063;7906583.333332;91 days 12:16:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node41;0;345768;40362;0;6867;7743849.999998;89 days 15:4:58
eboracum.wsn.network.node.sensor.MuleWSNNode;Node42;0;374344;41366;0;6875;7739199.999998;
eboracum.wsn.network.node.sensor.MuleWSNNode;Node43;0;379473;41158;0;6873;7740216.666665;89 days 14:3:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node44;0;380881;41310;0;6863;7741343.333332;89 days 14:23:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node45;0;381178;41275;0;6923;7731659.999998;89 days 11:41:2
eboracum.wsn.network.node.sensor.MuleWSNNode;Node46;0;381132;41129;0;6883;7738679.999998;89 days 13:40:8
eboracum.wsn.network.node.sensor.MuleWSNNode;Node47;0;374605;41065;0;6841;7745753.333331;89 days 15:36:24
eboracum.wsn.network.node.sensor.MuleWSNNode;Node48;0;358732;40154;0;6876;7743073.333332;89 days 14:51:21
eboracum.wsn.network.node.sensor.MuleWSNNode;Node49;0;208106;30764;0;5914;7931499.999999;91 days 19:12:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node50;0;192678;30794;0;5934;7928133.333332;91 days 18:16:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node51;0;341455;40312;0;6867;7744016.666665;89 days 15:7:19
eboracum.wsn.network.node.sensor.MuleWSNNode;Node52;0;371939;41178;0;6926;7731493.333331;89 days 11:40:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node53;0;379349;41275;0;6917;7732639.999998;89 days 11:57:39
eboracum.wsn.network.node.sensor.MuleWSNNode;Node54;0;380669;41372;0;6883;7737869.999998;89 days 13:24:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node55;0;381400;41205;0;6876;7739569.999998;89 days 13:53:19
eboracum.wsn.network.node.sensor.MuleWSNNode;Node56;0;381593;40990;0;6797;7753189.999998;89 days 17:40:44
eboracum.wsn.network.node.sensor.MuleWSNNode;Node57;0;373678;41074;0;6871;7740823.333332;89 days 14:13:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node58;0;353778;40366;0;6957;7729136.666665;89 days 10:59:46
eboracum.wsn.network.node.sensor.MuleWSNNode;Node59;0;204502;30945;0;6030;7911949.999999;91 days 13:46:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node60;0;193883;30840;0;5996;7917853.333332;91 days 15:26:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node61;0;342760;40247;0;6984;7725123.333331;89 days 9:53:43
eboracum.wsn.network.node.sensor.MuleWSNNode;Node62;0;372765;41081;0;6719;7765626.666664;89 days 21:7:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node63;0;378364;41090;1;6786;7754656.666664;89 days 18:4:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node64;0;378666;41255;0;6958;7726009.999997;89 days 10:6:50
eboracum.wsn.network.node.sensor.MuleWSNNode;Node65;0;379761;41134;0;6869;7740953.333331;89 days 14:16:57
eboracum.wsn.network.node.sensor.MuleWSNNode;Node66;0;379752;40920;0;6775;7757016.666664;89 days 18:43:38
eboracum.wsn.network.node.sensor.MuleWSNNode;Node67;0;373233;40761;0;6776;7757383.333331;89 days 18:49:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node68;0;354576;40131;0;6842;7748703.333331;89 days 16:25:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node69;0;205374;31029;0;6030;7911669.999999;91 days 13:41:23
eboracum.wsn.network.node.sensor.MuleWSNNode;Node70;0;193258;30697;0;5948;7926169.999999;91 days 17:43:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node71;0;340516;40437;0;6896;7738863.33333;89 days 13:41:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node72;0;369879;41207;0;6946;7728129.999997;89 days 10:42:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node73;0;376071;41205;0;6929;7730913.33333;89 days 11:28:59
eboracum.wsn.network.node.sensor.MuleWSNNode;Node74;0;377367;41297;0;6863;7741386.666664;89 days 14:23:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node75;0;378156;40968;0;6811;7750976.666663;89 days 17:3:56
eboracum.wsn.network.node.sensor.MuleWSNNode;Node76;0;376616;40849;0;6928;7732263.333331;89 days 11:52:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node77;0;368893;40640;0;6728;7765626.666663;89 days 21:7:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node78;0;350867;39943;0;6816;7753576.666664;89 days 17:48:16
eboracum.wsn.network.node.sensor.MuleWSNNode;Node79;0;204974;30968;0;6096;7901096.666665;91 days 10:46:0
eboracum.wsn.network.node.sensor.MuleWSNNode;Node80;0;181982;29770;0;5915;7934649.999999;91 days 20:4:10
eboracum.wsn.network.node.sensor.MuleWSNNode;Node81;0;277789;39302;0;6916;7739379.999999;89 days 13:50:36
eboracum.wsn.network.node.sensor.MuleWSNNode;Node82;0;354654;40183;0;6826;7751139.999998;89 days 17:5:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node83;0;367652;40143;0;6802;7755196.666663;89 days 18:13:18
eboracum.wsn.network.node.sensor.MuleWSNNode;Node84;0;367294;39984;0;6878;7743313.333331;89 days 14:55:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node85;0;368348;39643;0;6711;7771726.666663;89 days 22:49:27
eboracum.wsn.network.node.sensor.MuleWSNNode;Node86;0;367292;39656;0;6777;7760903.333331;89 days 19:49:50
eboracum.wsn.network.node.sensor.MuleWSNNode;Node87;0;363030;39328;0;6675;7778656.666663;90 days 0:44:19
eboracum.wsn.network.node.sensor.MuleWSNNode;Node88;0;292541;38668;0;6775;7764526.666666;89 days 20:49:52
eboracum.wsn.network.node.sensor.MuleWSNNode;Node89;0;143951;29773;0;5955;7928106.666667;91 days 18:16:29
eboracum.wsn.network.node.sensor.MuleWSNNode;Node90;0;199158;22370;1;5166;8081653.333332;93 days 12:56:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node91;0;182864;30201;1;6123;7899239.999999;91 days 10:15:12
eboracum.wsn.network.node.sensor.MuleWSNNode;Node92;0;203941;30977;0;6001;7916580;91 days 15:4:30
eboracum.wsn.network.node.sensor.MuleWSNNode;Node93;0;212603;30902;0;6027;7912583.333332;91 days 13:56:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node94;0;212047;30874;0;6048;7909246.666667;91 days 13:0:53
eboracum.wsn.network.node.sensor.MuleWSNNode;Node95;0;212308;30486;0;5895;7935529.999999;91 days 20:20:38
eboracum.wsn.network.node.sensor.MuleWSNNode;Node96;0;211826;30329;0;5936;7929360;91 days 18:36:48
eboracum.wsn.network.node.sensor.MuleWSNNode;Node97;0;211092;30172;0;5812;7950133.333332;92 days 0:24:3
eboracum.wsn.network.node.sensor.MuleWSNNode;Node98;0;145949;29437;0;5936;7932330;91 days 19:25:31
eboracum.wsn.network.node.sensor.MuleWSNNode;Node99;0;168999;22067;0;5088;8095403.333333;93 days 16:45:2
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;378504;0
Time that first node die: Node12 89 days 9:38:15
Simulation Total Time;8105497
Total Number of Sensed Events by the WSN: 366012
Total Number of Sensed Events by the Drone: 366012
Number of Sensed Events by the Drone per Day
1;4072
2;4032
3;4030
4;4090
5;4023
6;4020
7;4075
8;4060
9;4071
10;4038
11;4088
12;4007
13;4039
14;4030
15;4037
16;4009
17;4065
18;3986
19;4092
20;4056
21;4024
22;4012
23;3995
24;4119
25;3995
26;4103
27;3941
28;4059
29;4004
30;4015
31;4015
32;4021
33;4057
34;4085
35;4043
36;4132
37;4088
38;4059
39;4099
40;4042
41;4069
42;4012
43;4034
44;4038
45;4035
46;4059
47;3925
48;3980
49;4041
50;4026
51;4070
52;4123
53;4047
54;4045
55;4019
56;4055
57;4113
58;4025
59;4047
60;4055
61;4004
62;4010
63;4042
64;4054
65;3976
66;4064
67;4056
68;4122
69;3980
70;3959
71;4036
72;4031
73;4015
74;4121
75;4011
76;4023
77;4039
78;4017
79;4055
80;4021
81;3989
82;4020
83;3988
84;4017
85;4059
86;4021
87;4033
88;4027
89;3940
90;3251
91;1770
92;1209
93;248
94;158
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime
eboracum.wsn.network.node.sensor.MuleWSNNode;Node0;0;204585;22411;0;5173;8080373.333332;93 days 12:33:50
eboracum.wsn.network.node.sensor.MuleWSNNode;Node1;0;188126;29939;0;6057;7910893.333333;91 days 13:29:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node2;0;210180;30791;0;5966;7922916.666665;91 days 16:50:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node3;0;212099;30840;0;5993;7918343.333333;91 days 15:32:33
eboracum.wsn.network.node.sensor.MuleWSNNode;Node4;0;213193;30793;0;5986;7919643.333332;91 days 15:55:49
eboracum.wsn.network.node.sensor.MuleWSNNode;Node5;0;213077;30706;0;5965;7923363.333333;91 days 16:57:5
eboracum.wsn.network.node.sensor.MuleWSNNode;Node6;0;212797;30545;0;5895;7935333.333332;91 days 20:16:54
eboracum.wsn.network.node.sensor.MuleWSNNode;Node7;0;211098;30428;0;5956;7925760;91 days 17:36:44
eboracum.wsn.network.node.sensor.MuleWSNNode;Node8;0;200060;29433;0;5883;7941003.333332;91 days 21:52:28
eboracum.wsn.network.node.sensor.MuleWSNNode;Node9;0;224762;21942;0;5029;8105456.666664;93 days 19:31:37
eboracum.wsn.network.node.sensor.MuleWSNNode;Node10;0;178863;29938;0;6008;7918899.999999;91 days 15:42:40
eboracum.wsn.network.node.sensor.MuleWSNNode;Node11;0;292211;39166;0;6809;7757309.999999;89 days 18:48:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node12;0;363655;40010;0;6808;7754663.33333;89 days 18:4:25
eboracum.wsn.network.node.sensor.MuleWSNNode;Node13;0;366001;40069;0;6907;7738293.333331;89 days 13:31:45
eboracum.wsn.network.node.sensor.MuleWSNNode;Node14;0;368769;40189;0;6864;7744916.666663;89 days 15:23:13
eboracum.wsn.network.node.sensor.MuleWSNNode;Node15;0;368594;40278;0;6900;7738739.999998;89 days 13:39:4
eboracum.wsn.network.node.sensor.MuleWSNNode;Node16;0;368998;39986;0;6834;7750493.33333;89 days 16:55:35
eboracum.wsn.network.node.sensor.MuleWSNNode;Node17;0;366580;39812;0;6754;7764139.999998;89 days 20:43:11
eboracum.wsn.network.node.sensor.MuleWSNNode;Node18;0;299530;38742;0;6796;7760846.666666;89 days 19:48:44
eboracum.wsn.network.node.sensor.MuleWSNNode;Node19;0;197249;29679;0;6000;7921069.999999;91 days 16:18:26
eboracum.wsn.network.node.sensor.MuleWSNNode;Node20;0;192099;30985;0;6053;7908059.999999;91 days 12:46:25
