Simulation Identification;sensor.controlled.PSControlledWSNNode_Random100
Round;25
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;9000000
Total Number of Sensed Events by the WSN;0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node0;0;0;0;1;4643;8226165.526667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node1;0;0;0;0;3632;8394664.648667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node2;0;0;0;0;3653;8391164.036667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node3;0;0;0;0;7960;7673329.343333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node4;0;0;0;0;7949;7675164.538666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node5;0;0;0;1;7966;7672329.033333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node6;0;0;0;0;7569;7738498.874
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node7;0;0;0;1;10031;7328165.648666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node8;0;0;0;0;7909;7681830.409333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node9;0;0;0;1;8153;7641163.484666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node10;0;0;0;0;7252;7791330.607333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node11;0;0;0;1;8807;7532165.622666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node12;0;0;0;0;3523;8412830.697333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node13;0;0;0;0;7918;7680329.615333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node14;0;0;0;0;6611;7898164.758666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node15;0;0;0;1;8111;7648164.014666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node16;0;0;0;0;7567;7738831.085333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node17;0;0;0;1;8034;7660996.81
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node18;0;0;0;0;8088;7651997.352
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node19;0;0;0;0;10164;7305998.302
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node20;0;0;0;1;6727;7878830.397333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node21;0;0;0;0;1132;8811329.805333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node22;0;0;0;0;1634;8727664.706667
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node23;0;0;0;0;7925;7679164.260666
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node24;0;0;0;1;946;8842329.821333
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node25;0;0;0;0;11520;7079998.968
eboracum.wsn.network.node.sensor.controlled.PSControlledWSNNode;Node26;0;0;0;0;7955;7674164.808666
