Simulation Total Time;4215587
Total Number of Sensed Events by the Drone: 1274296
Number of Sensed Events by the Drone per Day
1;40591
2;40604
3;40749
4;40572
5;40758
6;40775
7;41026
8;40876
9;40988
10;40672
11;40521
12;40682
13;40732
14;40893
15;40862
16;40927
17;40955
18;40909
19;40893
20;40894
21;40656
22;40808
23;40729
24;40783
25;40453
26;40742
27;40958
28;40940
29;40911
30;40658
31;40580
32;10199
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime; Battery spent with drone
9;43802
10;43607
11;43748
12;44026
13;43416
14;43797
15;43737
16;43472
17;43771
18;43545
19;43778
20;43773
21;43569
22;43851
23;43669
24;43534
25;43653
26;43597
27;43664
28;43632
29;43782
30;43660
31;43657
32;10904
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime; Battery spent with drone
eboracum.wsn.network.node.sensor.UAVWSNNode;Node0;0;203376;73748;1;24412;4193853.333332;48 days 13:6:46;37896.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node1;0;397106;95399;0;25594;3780343.33333;43 days 18:5:59;55062.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node2;0;423001;100866;1;25395;3758839.999996;43 days 12:7:24;54729.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node3;0;386074;100485;1;25353;3769649.999997;43 days 15:8:6;54396.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node4;0;384578;100654;1;25355;3767626.666663;43 days 14:35:4;54174.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node5;0;386519;100650;0;25415;3757666.666663;43 days 11:48:40;54744.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node6;0;389937;100314;1;25311;3778359.999997;43 days 17:34:9;54156.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node7;0;393065;99987;1;25273;3787963.33333;43 days 20:12:48;54054.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node8;0;388738;97563;1;25332;3802369.999997;44 days 0:14:18;53688.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node9;0;266242;75960;1;24259;4197233.333332;48 days 13:55:49;46938.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node10;0;322108;95324;0;25614;3777759.999998;43 days 17:25:40;55050.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node11;0;575610;124775;0;26019;3415749.999993;39 days 12:49:12;61728.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node12;0;699613;127065;0;26025;3391849.99999;39 days 6:10:59;62226.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node13;0;636442;127398;0;26017;3389853.333325;39 days 5:37:59;62097.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node14;0;593850;127509;1;26091;3376409.999993;39 days 1:53:58;62583.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node15;0;598121;127485;0;26089;3376983.333327;39 days 2:4:7;62631.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node16;0;604533;127091;1;26057;3386256.66666;39 days 4:38:20;62055.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node17;0;649141;126854;0;26078;3385126.666658;;62244.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node18;0;637025;124131;0;26114;3406356.666658;39 days 10:12:44;62013.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node19;0;374701;98036;1;25419;3783139.999997;43 days 18:55:44;54477.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node20;0;350746;100720;1;25320;3772799.999998;43 days 16:2:18;54456.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node21;0;596125;126924;1;26021;3393926.66666;39 days 6:45:51;62202.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node22;0;700675;129857;0;25940;3378096.666657;39 days 2:23:27;62340.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node23;0;750277;130305;0;26023;3359783.333322;38 days 21:18:45;62844.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node24;0;675321;130293;0;26031;3358569.999991;38 days 20:56:26;62769.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node25;0;633307;129970;0;25922;3379966.666659;39 days 2:53:32;62175.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node26;0;692607;129470;0;25908;3387299.99999;39 days 4:57:51;62016.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node27;0;750220;129410;0;25935;3383399.999989;39 days 3:50:23;61962.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node28;0;632109;126882;1;25917;3411679.999992;39 days 11:45:38;61629.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node29;0;377950;100392;1;25375;3766913.33333;43 days 14:23:32;54423.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node30;0;361389;100666;0;25357;3767173.333331;43 days 14:31:17;54492.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node31;0;593003;127190;1;26040;3388099.999994;39 days 5:9:32;61983.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node32;0;663768;129684;0;25945;3378993.333325;39 days 2:36:45;62139.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node33;0;643620;130270;0;26071;3352133.333324;38 days 19:9:8;62796.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node34;0;560806;118564;1;26348;3423026.666659;39 days 14:50:33;62415.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node35;0;512964;109924;0;26717;3447926.666661;39 days 21:47:11;62553.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node36;0;612055;129913;0;26003;3367036.666658;38 days 23:17:40;62478.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node37;0;678664;129924;0;25980;3370759.999991;39 days 0:19:53;62574.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node38;0;592218;127400;1;26128;3371333.333327;39 days 0:29:4;62868.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node39;0;380963;100780;0;25340;3768866.666664;43 days 14:58:43;54522.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node40;0;363885;100780;1;25429;3754033.333331;43 days 10:47:23;54996.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node41;0;594731;127253;1;26140;3370803.333327;39 days 0:20:20;62634.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node42;0;639593;129646;1;25874;3391206.666659;39 days 6:0:29;61959.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node43;0;512378;118114;0;26396;3419526.666661;39 days 13:52:59;62403.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node44;0;401104;77982;1;27671;3608346.666663;41 days 18:25:34;26115.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node45;0;365595;78003;1;27744;3595969.999996;41 days 14:53:55;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node46;0;493909;109220;0;26599;3474633.333328;40 days 5:11:18;62109.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node47;0;618748;129693;1;25917;3383569.999993;39 days 3:53:5;61950.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node48;0;596020;127458;0;26048;3384086.66666;39 days 4:2:12;62223.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node49;0;383569;100684;1;25287;3778659.999997;43 days 17:45:34;54507.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node50;0;368061;100217;0;25305;3780329.999997;43 days 18:5:59;53931.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node51;0;594862;127055;1;26019;3392949.999993;39 days 6:30:3;61767.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node52;0;621232;129197;0;25911;3389529.999993;39 days 5:35:4;62181.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node53;0;498690;109678;0;26595;3470719.999995;40 days 4:8:44;61881.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node54;0;365365;77718;0;27754;3597153.333329;41 days 15:14:20;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node55;0;373269;68931;1;27995;3644856.666663;42 days 4:30:21;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node56;0;490606;108840;0;26481;3498099.999995;40 days 11:43:27;61326.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node57;0;629289;129475;0;26021;3368416.666659;38 days 23:42:12;62472.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node58;0;600502;127512;1;26118;3371879.999993;39 days 0:38:33;62682.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node59;0;385251;101157;1;25401;3754929.999997;43 days 11:3:43;54939.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node60;0;369756;100408;1;25264;3785253.333331;43 days 19:27:44;54042.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node61;0;596507;126810;0;26108;3380566.66666;39 days 3:3:0;62595.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node62;0;671085;129717;0;25930;3381163.333325;39 days 3:13:19;62070.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node63;0;595022;129610;0;26026;3366233.333325;38 days 23:4:24;62784.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node64;0;497218;109220;0;26553;3482299.999994;;61896.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node65;0;480826;108708;0;26581;3482753.333328;40 days 7:28:24;61482.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node66;0;603748;128462;1;25818;3412379.999991;39 days 11:53:7;61170.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node67;0;688237;129143;1;25940;3385236.666657;39 days 4:21:57;61932.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node68;0;607897;127141;0;26007;3394089.999993;39 days 6:49:0;61866.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node69;0;388590;100985;1;25446;3749149.999996;43 days 9:27:1;55140.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node70;0;369917;100487;0;25361;3768296.666664;43 days 14:51:14;54864.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node71;0;639136;127028;0;25976;3400386.666658;39 days 8:34:35;61632.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node72;0;751391;128964;1;25881;3396859.999989;39 days 7:34:36;61731.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node73;0;682618;129200;0;25972;3379333.333324;39 days 2:42:14;62121.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node74;0;629844;129380;0;25851;3397699.999992;39 days 7:50:44;61839.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node75;0;618447;129059;0;25941;3385909.999993;39 days 4:32:7;61833.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node76;0;674764;129255;1;25973;3378616.666658;39 days 2:30:19;62022.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node77;0;752420;129372;1;25960;3379613.333322;39 days 2:47:29;62172.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node78;0;655660;126741;1;25982;3402256.666658;39 days 9:4:40;61782.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node79;0;392159;100776;0;25357;3766073.33333;43 days 14:8:24;54672.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node80;0;365444;98338;0;25501;3766453.33333;43 days 14:14:56;54840.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node81;0;636763;124342;0;26215;3387413.333325;39 days 4:57:51;62334.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node82;0;657318;126310;1;25972;3408233.333324;39 days 10:44:18;61695.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node83;0;610375;126583;1;25910;3415836.666659;39 days 12:50:55;61209.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node84;0;604057;127044;1;26148;3371559.999993;39 days 0:32:53;62898.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node85;0;600067;127296;1;25996;3394373.333326;39 days 6:53:23;62178.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node86;0;596850;127351;0;26144;3369156.66666;38 days 23:52:54;62649.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node87;0;638309;127346;0;26062;3382873.333325;39 days 3:42:36;62328.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node88;0;641051;124589;0;26070;3409109.999991;39 days 10:59:13;61785.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node89;0;387824;98241;0;25428;3779589.999996;43 days 17:53:24;54663.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node90;0;259575;75934;1;24203;4206826.666665;48 days 16:40:55;46473.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node91;0;381785;97555;0;25311;3805949.999997;44 days 1:14:4;53880.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node92;0;388611;99911;0;25339;3777723.33333;43 days 17:22:37;54045.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node93;0;385865;100049;0;25411;3764343.33333;;54096.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node94;0;383031;100579;1;25279;3781043.33333;43 days 18:18:52;54564.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node95;0;382102;100464;1;25288;3780693.33333;43 days 18:13:32;54342.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node96;0;380254;100815;0;25364;3764516.666664;43 days 13:42:32;54444.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node97;0;377495;100942;1;25379;3760746.666664;43 days 12:39:12;54918.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node98;0;373920;98478;0;25471;3770053.33333;43 days 15:14:58;54999.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node99;0;265361;76585;1;24258;4191149.999999;48 days 12:12:57;47319.0
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1976118;0
Time that first node die: Node33 38 days 19:9:8
Total battery spent with drone: 5677956.0
Simulation Total Time;4214361
Total Number of Sensed Events by the Drone: 1366244
Number of Sensed Events by the Drone per Day
1;43813
2;43876
3;43583
4;43578
5;43833
6;44014
7;43593
8;43647
9;43702
10;43654
11;43651
12;43763
13;43775
14;43547
15;43903
16;43650
17;43609
18;43760
19;43811
20;43481
21;43715
22;43680
23;43478
24;43877
25;43828
26;44003
27;43928
28;43529
29;43579
30;43871
31;43646
32;10867
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime; Battery spent with drone
eboracum.wsn.network.node.sensor.UAVWSNNode;Node0;0;203467;73155;1;24327;4213949.999999;48 days 18:39:21;38115.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node1;0;396317;95314;1;25444;3806193.33333;44 days 1:19:55;53880.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node2;0;423071;100897;0;25477;3744863.333329;43 days 8:14:48;55332.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node3;0;385884;100835;1;25317;3772149.999997;43 days 15:53:20;54096.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node4;0;384760;100724;1;25381;3762593.33333;43 days 13:12:8;54825.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node5;0;386085;100499;1;25414;3759343.33333;43 days 12:16:13;54204.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node6;0;389384;100011;1;25283;3786056.666663;43 days 19:41:9;53985.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node7;0;392877;100168;0;25224;3794319.999997;43 days 21:58:47;53931.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node8;0;388683;98464;0;25573;3753193.333329;43 days 10:33:56;55575.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node9;0;266622;76827;1;24324;4177729.999998;48 days 8:48:53;47424.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node10;0;321303;95428;1;25565;3784886.666665;43 days 19:22:35;54489.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node11;0;576297;124639;0;26126;3399276.66666;39 days 8:15:0;62283.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node12;0;698968;127852;1;26104;3370813.333324;39 days 0:20:33;62952.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node13;0;637015;127620;1;25989;3392299.999992;39 days 6:19:37;62301.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node14;0;594000;127719;1;26059;3379643.333327;39 days 2:48:7;62904.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node15;0;597601;127308;0;26046;3385919.999993;39 days 4:33:37;62241.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node16;0;604298;126579;0;26023;3397043.333326;39 days 7:38:37;62067.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node17;0;650684;126352;0;26000;3403146.666658;39 days 9:21:22;61341.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node18;0;638887;124501;1;26062;3411323.333324;39 days 11:35:55;61743.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node19;0;376267;98355;0;25462;3772783.33333;43 days 16:0:20;54510.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node20;0;351557;100754;0;25399;3759293.333331;43 days 12:14:55;54702.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node21;0;596795;127303;0;25984;3396303.333327;39 days 7:26:1;61935.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node22;0;701420;130123;0;25917;3379269.999991;39 days 2:43:10;62376.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node23;0;749478;130183;0;26036;3358836.666655;38 days 21:0:39;62640.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node24;0;674992;130469;0;26001;3361809.999991;38 days 21:51:48;62709.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node25;0;633163;130123;0;25944;3374769.999992;39 days 1:27:10;62370.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node26;0;692108;129592;0;25917;3384579.99999;39 days 4:11:43;62034.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node27;0;751292;129020;1;25887;3395299.999988;39 days 7:9:26;61974.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node28;0;633629;126889;0;25997;3398276.666658;39 days 7:58:55;62148.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node29;0;378613;100934;0;25457;3747826.666664;43 days 9:3:51;55002.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node30;0;361843;101143;0;25377;3759069.999997;43 days 12:11:30;54939.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node31;0;593535;127538;0;26088;3376619.999994;39 days 1:57:44;62661.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node32;0;663079;130039;0;26016;3363609.999992;38 days 22:20:48;62715.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node33;0;643578;130055;0;25912;3380783.333324;39 days 3:6:52;62415.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node34;0;560381;118819;1;26391;3413309.999992;39 days 12:8:43;62781.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node35;0;513359;110373;1;26735;3440436.666661;39 days 19:40:48;63183.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node36;0;612345;129889;0;25998;3368109.999992;38 days 23:36:38;62580.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node37;0;678569;129298;0;25936;3384353.333324;39 days 4:6:10;61902.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node38;0;593232;127081;0;25959;3402689.999993;39 days 9:12:29;61809.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node39;0;381810;100682;0;25400;3759846.666663;43 days 12:27:15;54771.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node40;0;365046;100894;1;25386;3760059.999997;43 days 12:29:2;54996.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node41;0;595053;127287;1;26034;3388129.999993;39 days 5:10:40;62100.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node42;0;639244;129400;1;25963;3378833.333326;39 days 2:34:33;61902.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node43;0;511851;117597;0;26351;3432196.666661;39 days 17:23:38;61878.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node44;0;401068;77944;0;27659;3610726.666663;41 days 19:3:7;26196.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node45;0;366840;78249;1;27798;3584509.999996;41 days 11:42:16;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node46;0;494306;109573;1;26624;3466936.666661;40 days 3:3:15;61974.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node47;0;618226;129362;0;25921;3386213.333326;39 days 4:37:16;61821.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node48;0;595630;126972;1;26098;3380613.333327;39 days 3:3:35;62736.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node49;0;382858;100615;1;25298;3777516.666664;43 days 17:22:27;54264.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node50;0;367653;100690;1;25364;3765766.666664;43 days 14:4:15;54489.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node51;0;595534;126971;1;26025;3392789.999993;39 days 6:26:42;62100.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node52;0;621085;129159;1;25911;3389909.999993;39 days 5:39:49;61716.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node53;0;498788;108838;1;26567;3483786.666662;40 days 7:44:21;61347.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node54;0;365829;77685;0;27660;3613149.999996;41 days 19:39:57;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node55;0;375131;69521;1;27992;3639456.666663;42 days 2:58:49;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node56;0;491483;109640;1;26715;3451099.999994;39 days 22:39:19;62472.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node57;0;629398;129280;0;25877;3394366.666659;39 days 6:52:57;61890.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node58;0;599903;126806;1;25971;3403439.999993;39 days 9:25:12;61992.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node59;0;385278;100102;1;25274;3786646.666663;43 days 19:53:47;54180.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node60;0;369843;100553;1;25280;3781136.666664;43 days 18:19:29;54393.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node61;0;595844;127465;0;26092;3376683.333327;39 days 1:58:55;62433.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node62;0;672335;129748;0;25978;3372853.333325;39 days 0:54:40;62679.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node63;0;595509;129444;1;25888;3390893.333326;39 days 5:56:13;61872.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node64;0;497406;109719;0;26694;3453809.999994;39 days 23:24:11;62532.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node65;0;482866;109557;0;26596;3471763.333328;40 days 4:25:39;62115.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node66;0;603090;129869;0;26011;3366143.333325;38 days 23:2:45;62439.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node67;0;687526;129303;0;25942;3383303.333324;39 days 3:48:50;62034.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node68;0;607548;126589;1;25925;3413276.666659;39 days 12:8:12;61707.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node69;0;388517;99969;1;25237;3794143.33333;43 days 21:58:47;54051.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node70;0;369221;100519;1;25332;3772809.999997;43 days 16:0:20;54504.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node71;0;639783;127409;1;26110;3374243.333325;39 days 1:17:36;62514.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node72;0;752081;130363;0;25971;3367869.999989;38 days 23:31:41;62610.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node73;0;684001;129554;0;25962;3377459.999991;39 days 2:11:47;62238.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node74;0;628691;129777;0;25993;3370063.333326;39 days 0:7:54;62556.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node75;0;618866;129464;0;25846;3397693.333326;39 days 7:50:15;61797.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node76;0;675085;129651;0;25975;3374323.333324;39 days 1:20:43;62514.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node77;0;750896;129760;0;25901;3385566.666655;39 days 4:26:15;62013.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node78;0;654624;126797;0;26044;3391363.333324;39 days 6:4:5;62208.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node79;0;392146;100196;1;25256;3788706.666663;43 days 20:25:33;54258.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node80;0;366655;97690;0;25427;3785266.666664;43 days 19:28:33;54150.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node81;0;637765;124727;0;26020;3416063.333325;39 days 12:55:29;61836.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node82;0;658947;127187;1;26146;3370463.333324;39 days 0:15:11;63135.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node83;0;611117;126941;0;25887;3416089.999992;39 days 12:55:29;61500.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node84;0;603702;126646;0;26014;3397873.333326;39 days 7:52:5;62229.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node85;0;599398;126826;0;25947;3407239.999993;39 days 10:27:22;61872.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node86;0;597492;127277;0;26021;3390396.66666;39 days 5:47:15;62265.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node87;0;638349;127341;0;26111;3374756.666658;39 days 1:26:0;62808.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node88;0;640851;124702;0;26067;3408479.999991;39 days 10:48:56;62073.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node89;0;388445;97735;0;25316;3803316.666663;44 days 0:32:14;54303.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node90;0;259569;75864;1;24218;4205026.666665;48 days 16:4:19;46299.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node91;0;382494;97639;1;25417;3787443.33333;43 days 20:5:51;54489.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node92;0;389117;100519;0;25277;3781976.666663;43 days 18:34:4;54042.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node93;0;386798;99826;1;25379;3771906.666663;43 days 15:45:31;54060.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node94;0;382623;100079;1;25245;3791709.999997;43 days 21:18:23;53739.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node95;0;380765;100116;0;25318;3779173.33333;43 days 17:47:39;54474.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node96;0;380043;100473;1;25280;3781936.666664;43 days 18:34:4;54309.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node97;0;377304;100777;0;25390;3760563.33333;43 days 12:37:10;54531.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node98;0;374645;98000;0;25420;3783333.33333;43 days 18:55:35;54513.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node99;0;265597;76040;1;24227;4201766.666665;48 days 15:10:43;46623.0
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1978537;0
Time that first node die: Node23 38 days 21:0:39
Total battery spent with drone: 5680614.0
Simulation Total Time;4217821
