Simulation Total Time;4215587
Total Number of Sensed Events by the Drone: 1274296
Number of Sensed Events by the Drone per Day
1;40591
2;40604
3;40749
4;40572
5;40758
6;40775
7;41026
8;40876
9;40988
10;40672
11;40521
12;40682
13;40732
14;40893
15;40862
16;40927
17;40955
18;40909
19;40893
20;40894
21;40656
22;40808
23;40729
24;40783
25;40453
26;40742
27;40958
28;40940
29;40911
30;40658
31;40580
32;10199
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime; Battery spent with drone
eboracum.wsn.network.node.sensor.UAVWSNNode;Node64;0;498249;110015;0;26684;3452516.666661;;62868.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node65;0;482329;109733;1;26596;3470003.333328;40 days 3:54:34;62358.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node66;0;604064;129256;0;25835;3401606.666658;39 days 8:53:29;61554.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node67;0;687494;128962;0;25905;3392879.99999;39 days 6:28:57;61776.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node68;0;607043;126475;0;25980;3405249.999993;;61392.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node69;0;388170;100476;0;25448;3753906.666663;43 days 10:46:42;54765.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node70;0;370747;100867;0;25363;3764163.33333;43 days 13:39:0;54801.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node71;0;640112;127408;0;26022;3388919.999992;39 days 5:22:8;62496.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node72;0;751238;129707;1;25883;3389096.666655;39 days 5:25:58;61878.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node73;0;683635;129547;0;25917;3385029.999991;39 days 4:17:40;62157.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node74;0;630146;129380;1;25844;3398866.666659;39 days 8:8:22;61593.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node75;0;617551;129722;0;26001;3369279.999993;38 days 23:54:42;62631.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node76;0;674670;129517;0;25998;3371829.999991;39 days 0:37:41;62364.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node77;0;750184;129408;0;25976;3376586.666655;39 days 1:56:57;62352.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node78;0;653918;126643;0;25950;3408569.999991;39 days 10:50:56;61632.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node79;0;391764;100477;1;25341;3771729.999997;43 days 15:44:16;54510.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node80;0;366949;98404;1;25411;3780793.33333;43 days 18:14:15;54312.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node81;0;638105;124676;0;26095;3404073.333325;39 days 9:35:18;62262.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node82;0;658069;127028;0;25989;3398219.999991;39 days 7:57:28;62424.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node83;0;611323;126810;1;25995;3399399.999993;39 days 8:17:19;62088.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node84;0;603717;126572;1;25912;3415613.333326;39 days 12:47:40;61359.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node85;0;599369;126668;0;26085;3385819.999993;39 days 4:30:33;62217.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node86;0;597061;127098;0;26028;3391019.999993;39 days 5:58:21;61656.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node87;0;637949;127306;1;26062;3383273.333325;39 days 3:49:37;62172.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node88;0;639672;124684;0;26169;3391659.999991;39 days 6:7:48;62193.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node89;0;387245;98152;0;25393;3786313.33333;43 days 19:45:27;54501.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node90;0;260042;76524;1;24469;4156593.333332;48 days 2:39:41;47604.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node91;0;382468;98335;0;25475;3770816.666663;43 days 15:28:53;54249.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node92;0;390147;100545;1;25359;3768049.999997;43 days 14:41:36;54465.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node93;0;386215;100597;1;25365;3766529.999997;43 days 14:15:43;54420.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node94;0;383087;100176;1;25380;3768239.999997;43 days 14:44:54;54723.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node95;0;380866;100499;1;25290;3780009.999997;43 days 18:1:1;53886.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node96;0;380197;100679;0;25445;3752376.666664;43 days 10:20:48;54801.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node97;0;377688;101215;0;25422;3750849.999997;43 days 9:56:17;55359.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node98;0;373918;98714;1;25490;3764526.666663;43 days 13:44:36;55047.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node99;0;265164;76372;1;24165;4208779.999999;48 days 17:8:17;47073.0
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1982417;0
Time that first node die: Node63 38 days 22:20:32
Total battery spent with drone: 5677827.0
Simulation Total Time;4195157
Total Number of Sensed Events by the Drone: 1365125
Number of Sensed Events by the Drone per Day
1;43536
2;43709
3;43563
4;43601
5;43659
6;43795
7;43670
8;43812
9;43626
10;43672
11;43700
12;43585
13;43673
14;43640
15;43783
16;43456
17;43502
18;43516
19;43723
20;44119
21;43616
22;43932
23;43756
24;43628
25;43641
26;43696
27;43815
28;43744
29;43848
30;43553
31;43728
32;10828
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime; Battery spent with drone
eboracum.wsn.network.node.sensor.UAVWSNNode;Node0;0;203961;73674;1;24508;4178593.333332;48 days 8:50:27;37911.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node1;0;397044;95935;1;25638;3767649.999996;43 days 14:34:56;55134.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node2;0;423215;101009;0;25460;3746576.666662;43 days 8:43:35;55074.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node3;0;385305;100505;0;25317;3775449.999997;43 days 16:45:48;54417.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node4;0;384061;100109;1;25288;3784243.33333;43 days 19:11:16;53700.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node5;0;385665;100333;0;25384;3766003.33333;43 days 14:9:55;54588.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node6;0;389073;100505;1;25376;3765616.666663;43 days 14:4:55;54543.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node7;0;393376;100104;0;25221;3795459.999997;43 days 22:19:12;54072.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node8;0;389831;97660;1;25254;3814399.999997;44 days 3:36:54;53649.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node9;0;266623;76324;1;24327;4182259.999999;48 days 9:52:51;47283.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node10;0;322448;95370;0;25488;3798299.999998;43 days 23:5:6;54453.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node11;0;576417;125071;1;26174;3386956.66666;39 days 4:49:30;62772.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node12;0;699303;127608;1;26037;3384419.99999;39 days 4:7:2;62022.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node13;0;636339;127101;0;26014;3393323.333325;39 days 6:35:41;62373.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node14;0;593822;126764;0;25993;3400193.333326;39 days 8:30:48;61758.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node15;0;597608;126834;1;25964;3404326.66666;39 days 9:39:18;62016.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node16;0;604679;126963;0;26033;3391536.66666;39 days 6:5:40;62184.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node17;0;650528;127109;1;26041;3388743.333324;39 days 5:19:6;62385.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node18;0;638451;124860;0;26107;3400233.333325;39 days 8:30:48;62214.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node19;0;376197;98482;0;25549;3757013.33333;43 days 11:38:16;55059.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node20;0;351377;100718;1;25309;3774653.333331;43 days 16:31:50;54510.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node21;0;596843;127588;1;26059;3380953.333327;39 days 3:10:26;62310.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node22;0;701599;129903;0;26006;3366636.666657;38 days 23:13:23;62472.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node23;0;749534;129857;0;25986;3370429.999989;39 days 0:14:15;62694.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node24;0;673556;129952;1;26015;3364646.666657;38 days 22:38:36;62466.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node25;0;632184;129565;0;25924;3383683.333325;39 days 3:55:13;62064.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node26;0;692442;129237;1;25870;3395963.333323;39 days 7:21:17;61662.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node27;0;750940;129671;1;26034;3364289.999989;38 days 22:31:34;62349.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node28;0;633212;127645;0;26136;3367549.999992;38 days 23:27:15;62952.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node29;0;379772;100883;0;25242;3784169.999997;43 days 19:11:16;54243.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node30;0;361462;100887;1;25400;3757796.666664;43 days 11:50:4;54954.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node31;0;593951;127492;0;26067;3380579.999994;39 days 3:3:18;62523.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node32;0;663779;129630;0;25982;3373366.666658;39 days 1:3:9;62193.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node33;0;643115;129654;1;25907;3385626.666658;39 days 4:27:40;61608.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node34;0;559321;118374;1;26402;3415926.666659;39 days 12:52:43;62829.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node35;0;511584;109865;1;26715;3448849.999994;39 days 22:0:50;62715.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node36;0;612789;129276;0;25876;3394573.333325;39 days 6:56:22;61842.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node37;0;679430;129524;0;25911;3386259.999991;39 days 4:38:42;61563.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node38;0;593534;127368;0;26118;3373319.999993;39 days 1:3:9;62769.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node39;0;381539;100645;0;25302;3776549.999997;43 days 17:5:42;54669.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node40;0;364503;100751;0;25349;3767656.666664;43 days 14:34:56;54474.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node41;0;595150;127174;0;26014;3392593.333327;39 days 6:23:55;62295.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node42;0;638691;129410;0;25882;3392233.333326;39 days 6:17:24;62148.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node43;0;511381;117459;1;26392;3426743.333328;;61917.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node44;0;399985;78101;0;27753;3593489.999996;41 days 14:11:30;26298.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node45;0;366110;78176;0;27699;3601739.999996;41 days 16:34:37;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node46;0;493411;109365;1;26637;3466849.999994;40 days 3:0:56;62418.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node47;0;618723;129311;0;26020;3370223.333326;39 days 0:10:37;62316.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node48;0;595233;127063;1;26005;3395203.333326;39 days 7:8:27;61797.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node49;0;382570;100217;0;25365;3770329.999997;43 days 15:18:50;54348.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node50;0;367940;100556;1;25335;3771939.999997;43 days 15:48:6;54483.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node51;0;594937;127032;1;26005;3395513.333327;39 days 7:12:4;62040.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node52;0;620485;128954;0;25916;3391126.666659;39 days 5:59:42;62031.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node53;0;497439;108931;0;26506;3493023.333328;40 days 10:18:35;61230.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node54;0;365024;77464;1;27648;3617359.999996;41 days 20:49:43;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node55;0;373473;69078;1;28007;3641386.666663;42 days 3:35:19;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node56;0;490900;109030;1;26586;3478699.999995;40 days 6:18:28;61608.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node57;0;628525;129221;0;25971;3379289.999992;39 days 2:41:43;61779.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node58;0;599761;126418;0;26040;3395819.999993;39 days 7:17:3;61944.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node59;0;384602;99961;1;25289;3785556.666663;43 days 19:33:5;53742.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node60;0;369932;100773;1;25360;3765603.333331;43 days 14:0:11;54666.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node61;0;595874;127209;0;26061;3384409.999993;39 days 4:6:50;62232.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node62;0;671973;129385;0;25907;3388316.666658;39 days 5:13:31;61665.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node63;0;595874;128853;0;25903;3394303.333326;39 days 6:51:53;62100.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node64;0;496245;109108;0;26602;3475253.333328;40 days 5:22:26;61920.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node65;0;481170;108803;1;26589;3480469.999995;40 days 6:48:1;61605.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node66;0;603168;128992;0;25828;3405413.333325;39 days 9:56:57;61527.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node67;0;687356;129202;1;25914;3388979.999991;39 days 5:23:15;62103.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node68;0;606382;126728;0;25987;3401553.333326;39 days 8:54:35;61872.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node69;0;388222;99961;0;25305;3782889.999997;43 days 18:48:22;53982.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node70;0;370013;101173;0;25368;3760269.999997;43 days 12:32:8;54858.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node71;0;639179;127641;0;26119;3370423.333325;39 days 0:14:15;62841.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node72;0;752476;129777;0;25988;3370896.666655;39 days 0:21:41;62406.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node73;0;684266;129247;1;25910;3389196.666657;39 days 5:27:55;61935.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node74;0;629676;129170;1;25918;3388633.333326;39 days 5:18:0;61893.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node75;0;618683;129078;0;25870;3397553.333326;;61590.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node76;0;674729;129758;0;25988;3371086.666658;39 days 0:28:57;62649.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node77;0;750707;129905;1;25962;3373949.999989;39 days 1:13:14;62583.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node78;0;654049;127079;1;26029;3391043.333324;39 days 5:57:24;62322.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node79;0;391818;100311;1;25292;3781556.666663;43 days 18:26:27;54372.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node80;0;365978;98625;0;25481;3766916.666664;43 days 14:23:19;55050.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node81;0;637815;124928;0;26104;3400053.333325;39 days 8:27:58;62229.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node82;0;658353;127059;1;26102;3379076.666658;39 days 2:38:27;62520.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node83;0;610842;126826;1;25966;3404073.333326;39 days 9:35:32;61677.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node84;0;603706;126727;1;26043;3392229.999993;39 days 6:17:24;62418.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node85;0;600003;126920;0;26001;3397299.999993;39 days 7:42:2;61887.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node86;0;596974;127801;0;26169;3360489.999993;38 days 21:28:45;62961.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node87;0;639101;127382;1;25987;3395013.333325;39 days 7:3:41;62172.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node88;0;640957;124554;0;26068;3409793.333324;39 days 11:10:44;62001.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node89;0;388044;97976;0;25336;3797573.33333;43 days 22:53:10;54381.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node90;0;259096;76311;1;24252;4194889.999999;48 days 13:19:17;47295.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node91;0;381684;97788;1;25323;3801619.999997;44 days 0:0:33;53832.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node92;0;388887;100092;0;25285;3784913.33333;43 days 19:21:55;54039.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node93;0;385723;99871;1;25230;3796289.999997;43 days 22:31:56;54030.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node94;0;382158;100199;0;25357;3771843.33333;43 days 15:44:20;54177.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node95;0;381232;100353;1;25289;3781636.666664;43 days 18:28:45;53901.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node96;0;380007;100991;1;25472;3744756.666663;43 days 8:14:41;55227.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node97;0;377834;100858;0;25375;3762253.33333;43 days 13:6:34;54468.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node98;0;374614;98191;1;25452;3776089.999997;43 days 16:57:42;54582.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node99;0;265618;76364;1;24321;4182859.999999;48 days 9:55:23;47166.0
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1969839;0
Time that first node die: Node86 38 days 21:28:45
Total battery spent with drone: 5676996.0
Simulation Total Time;4224133
Total Number of Sensed Events by the Drone: 1366977
Number of Sensed Events by the Drone per Day
1;43347
2;43949
3;43527
4;43673
5;43861
6;43828
7;43659
8;43898
9;43696
10;43505
11;43733
12;43442
13;43938
14;43694
15;43770
16;44205
17;43765
18;43583
19;43974
20;43526
21;43800
22;43361
23;43786
24;44024
25;43814
26;43483
27;43896
28;43910
29;43976
30;43696
31;43737
32;10921
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death; Lifetime; Battery spent with drone
eboracum.wsn.network.node.sensor.UAVWSNNode;Node0;0;202848;73247;1;24268;4222863.333333;48 days 21:22:13;38289.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node1;0;396765;95124;1;25473;3803259.999996;44 days 0:27:46;54399.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node2;0;423370;100896;0;25330;3769373.333329;43 days 15:3:35;54444.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node3;0;386472;100691;1;25356;3767089.999997;43 days 14:24:52;54342.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node4;0;384486;100603;1;25402;3760303.33333;43 days 12:38:2;54813.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node5;0;387041;100221;0;25286;3783456.666663;43 days 19:1:9;54240.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node6;0;389641;100561;0;25362;3767389.999996;43 days 14:30:9;54330.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node7;0;393609;100271;1;25269;3785789.999997;43 days 19:38:28;54366.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node8;0;389112;97695;0;25440;3783049.999996;;54240.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node9;0;266325;75890;1;24241;4200933.333332;48 days 14:59:34;46398.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node10;0;321082;94938;1;25457;3807786.666665;44 days 1:45:27;54249.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node11;0;575796;124594;0;26056;3411393.333326;39 days 11:36:36;61821.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node12;0;699269;127553;0;26217;3354969.99999;38 days 19:56:40;63513.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node13;0;636492;127759;0;26077;3376243.333325;39 days 1:50:47;62406.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node14;0;594178;127141;1;26032;3389923.333326;39 days 5:39:18;62208.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node15;0;597840;126783;0;25963;3405003.333326;39 days 9:51:29;61422.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node16;0;604094;126869;0;26141;3374476.66666;39 days 1:21:46;62661.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node17;0;649907;126903;1;25979;3401136.666658;39 days 8:45:40;62070.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node18;0;638051;124302;0;25997;3424146.666658;39 days 15:11:19;61761.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node19;0;375590;97810;1;25365;3794399.999997;43 days 22:0:46;54309.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node20;0;350294;100090;1;25320;3779099.999998;43 days 17:45:31;54084.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node21;0;596171;126497;0;25997;3402196.66666;39 days 9:3:42;61632.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node22;0;700342;129766;1;25888;3387673.333324;39 days 5:1:21;61824.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node23;0;749974;129920;1;25943;3376966.666655;39 days 2:4:17;62577.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node24;0;674912;129878;0;25966;3373553.333324;39 days 1:6:12;62478.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node25;0;631967;129547;0;26017;3368363.333326;38 days 23:40:7;61929.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node26;0;691754;129382;0;25930;3384513.333324;39 days 4:9:18;61701.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node27;0;750979;129343;0;25902;3389569.999988;39 days 5:33:54;61914.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node28;0;631981;127348;1;26096;3377186.666659;39 days 2:6:50;62535.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node29;0;378624;100779;1;25320;3772209.999997;43 days 15:51:28;54867.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node30;0;361177;100308;0;25334;3774586.666664;;54348.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node31;0;592632;126768;0;26055;3389819.999993;39 days 5:37:22;62139.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node32;0;663147;129484;0;25956;3379159.999992;39 days 2:40:31;62088.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node33;0;643249;130152;0;25965;3370979.999991;39 days 0:24:57;62646.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node34;0;560791;118649;1;26364;3419509.999992;39 days 13:52:14;62544.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node35;0;511817;110002;1;26774;3437646.666661;39 days 18:55:9;63060.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node36;0;612467;129550;1;25963;3377333.333325;39 days 2:8:55;62151.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node37;0;678949;129511;1;25904;3387556.666658;39 days 5:0:57;62103.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node38;0;592779;127586;0;26048;3382806.66666;39 days 3:41:22;62679.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node39;0;381633;100996;0;25353;3764539.999997;43 days 13:43:30;54666.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node40;0;364864;100322;1;25336;3774113.333331;43 days 16:22:12;54351.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node41;0;595762;126667;0;25976;3403996.66666;39 days 9:34:35;61932.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node42;0;639506;129625;0;25926;3382749.999992;39 days 3:41:22;61887.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node43;0;512785;118359;1;26414;3414076.666661;39 days 12:22:43;62706.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node44;0;401142;78211;0;27752;3592556.666662;41 days 13:56:43;26127.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node45;0;367083;77894;1;27583;3623893.333329;41 days 22:41:44;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node46;0;493610;109302;1;26552;3481646.666661;40 days 7:8:13;61746.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node47;0;618684;129265;1;25968;3379349.999993;39 days 2:42:48;61974.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node48;0;595260;127590;1;26100;3374099.999993;39 days 1:15:20;62631.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node49;0;383583;100971;0;25363;3763123.33333;;54717.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node50;0;368768;100389;0;25350;3771109.999997;43 days 15:31:50;54327.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node51;0;595969;127045;0;25935;3407049.999993;39 days 10:24:39;61764.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node52;0;621327;129734;0;26006;3368326.666659;38 days 23:39:10;62484.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node53;0;499720;110068;0;26628;3461319.999995;40 days 1:30:47;62469.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node54;0;367602;77915;0;27677;3608016.666663;41 days 18:14:24;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node55;0;374570;69648;1;28018;3633853.333329;42 days 1:24:46;0.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node56;0;491597;109132;0;26694;3459679.999994;40 days 1:1:28;62379.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node57;0;629770;129304;1;25839;3400459.999992;39 days 8:34:23;61437.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node58;0;601343;127299;0;26027;3389176.66666;39 days 5:26:57;62469.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node59;0;385700;101135;0;25435;3749483.33333;43 days 9:32:24;54810.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node60;0;370543;100781;0;25388;3760856.666664;43 days 12:41:35;54675.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node61;0;596574;127525;0;26130;3369749.999993;39 days 0:3:19;62823.0
eboracum.wsn.network.node.sensor.UAVWSNNode;Node62;0;672581;130184;0;25961;3371326.666658;39 days 0:29:7;62580.0
